id,"last, first",inc,pcode,party,totrec,totdis,candcont,indcont,abbr,dist,spec,runoff,gewin,geper,otherpolcom,partycont
H2AZ08078,"HEINZ, MATTHEW GERALD",O,1,DEM,228097.95,225750.74,30000,177232.77,AZ,2,,,,,1000,0
H2AZ08086,"KONST, NOMIKI",O,1,DEM,12195,11740.18,0,12195,AZ,2,,,,,0,0
H2AZ08094,"BARBER, RONALD",O,1,DEM,2776638.85,2690570.19,0,1790921.28,AZ,2,W,,W,50,890116.2,14790.09
H0AZ02141,"BLACK, CHARLES ROLAND",C,2,REP,0,0,0,0,AZ,2,,,,,0,0
H0AZ08015,"KELLY, JESSE",C,2,REP,1084859.09,1123810.09,28326.07,605487.28,AZ,2,,,,,334842.78,0
H2AZ08102,"MCSALLY, MARTHA E",C,2,REP,1472329.88,1442044.71,42.28,1094326.27,AZ,2,,,L,49,304530,5000
H2AZ08110,"KOSKINIEMI, MARK STEPHEN",C,2,REP,7321,7321,4761,2560,AZ,2,,,,,0,0
H6AZ08129,"ANTENORI, FRANK RONALD",C,2,REP,107333.44,107296.61,0,105502.73,AZ,2,,,,,1500,0
H2AZ02295,"AVERSA, ALAN",C,3,IND,8171,6307,0,50,AZ,2,,,,,200,0
H2AZ03095,"CROWE, DAVID",C,1,DEM,107700,107700,0,32700,AZ,3,,,,,0,0
H2AZ03111,"ARREGUIN, JUAN MANUEL",C,1,DEM,81405.64,81088.34,100,41904.46,AZ,3,,,,,11500,0
H2AZ03137,"AGUIRRE, AMANDA",C,1,DEM,213990.88,213990.88,13272.22,111959.96,AZ,3,,,,,13000,0
H2AZ07070,"GRIJALVA, RAUL M",I,1,DEM,908543.77,930949.81,0,572022.71,AZ,3,,,W,58,325477.97,5.38
H2AZ07146,"MERCER, GABRIELA SAUCEDO",C,2,REP,242485.39,230285.18,253,226232.39,AZ,3,,,L,37,16000,0
H2AZ03145,"GUERRA, BLANCA A",C,3,LIB,13170,13275,49,13121,AZ,3,,,L,4,0,0
H0AZ01259,"GOSAR, PAUL ANTHONY",I,2,REP,1150701.15,1126649.26,0,690418.83,AZ,4,,,W,66,425522.54,1154.34
H2AZ04127,"BABEU, PAUL RAYMOND",C,2,REP,438338.3,439995.95,1800.41,428937.89,AZ,4,,,,,7500,0
H2AZ04135,"GOULD, RON",C,2,REP,331965.6,327317.44,8178.6,209787,AZ,4,,,,,2500,0
H4AZ02093,"MURPHY, RICK",C,2,REP,82500,89385.9,0,2900,AZ,4,,,,,0,0
H2AZ06163,"WINTERS, JUSTIN",C,3,IND,840,840,200,640,AZ,4,,,,,0,0
H2AZ06148,"ADAMS, KIRK DAVID",O,2,REP,788770.77,782428.67,0,597346.48,AZ,5,,,,,100000,0
H4AZ01038,"SALMON, MATT",O,2,REP,1283756.61,1196743.99,0,897898.84,AZ,5,,,W,67,375235.8,0
H2AZ05132,"WILLIAMSON, W JOHN",C,1,DEM,6335,6333.82,1030,1155,AZ,6,,,,,0,2000
H2AZ06171,"JETTE, MATTHEW T",O,1,DEM,25850.51,25850.51,0,5850.51,AZ,6,,,L,33,0,0
H0AZ01184,"FLAKE, JEFF MR.",I,2,REP,9026951,9557420,787674.57,7119692,AZ,6,,,,,1502114,43100
H0AZ03362,"QUAYLE, BEN",I,2,REP,2179350.16,2186042.36,0,1722530.12,AZ,6,,,,,435157.43,0
H2AZ06122,"GRAY, CHUCK",O,2,REP,36256.4,36386.16,100,36123.4,AZ,6,,,,,0,0
H4AZ06045,"SCHWEIKERT, DAVID",I,2,REP,1982869.87,1969383.28,3500,939081.81,AZ,6,,,W,62,784814,0
H2AZ02055,"PASTOR, ED L",I,1,DEM,1025610.58,1103157.38,47.74,417694.63,AZ,7,,,W,81,594666.03,0
H2AZ07153,"SCILEPPI, CHRISTOPHER LEGRANDE",C,2,REP,0,0,0,0,AZ,7,,,,,0,0
H0AZ04501,"PENALOSA, JOSE",C,3,IND,30191,32805,30018,173,AZ,7,,,,,0,0
H0AZ03248,"SCHARER, GENE PAUL",C,1,DEM,8937,8848,0,2187,AZ,8,,,L,34,6000,750
H6AZ08038,"GIFFORDS, GABRIELLE",I,1,DEM,1025372,1004069.37,0,520976.64,AZ,8,,,,,456250,2255.55
H2AZ02253,"LERVOLD, JOHN DAVID",C,2,REP,10629,10629,5729,400,AZ,8,,,,,0,0
H2AZ08052,"HANSEN, ADAM",C,2,REP,3666.81,3604.81,3601.81,65,AZ,8,,,,,0,0
H2AZ08060,"SITTON, DAVE",O,2,REP,338027.62,338027.62,0,334361.05,AZ,8,,,,,1225,0
H2AZ08144,"PASSALACQUA, TONY",O,2,REP,3590,3526.37,2315,1275,AZ,8,,,,,0,0
H4AZ04024,"FRANKS, TRENT",I,2,REP,378998.03,399105.03,0,176256.75,AZ,8,,,W,62,195578.94,0
H2AZ09019,"SINEMA, KYRSTEN",C,1,DEM,2167384.11,2118460.84,0,1717911.27,AZ,9,,,W,48,371319.44,6498.83
H2AZ09027,"SCHAPIRA, DAVID",C,1,DEM,282797.48,281886.55,7335,253512.29,AZ,9,,,,,21950.19,0
H2AZ09043,"CHERNY, ANDREI",C,1,DEM,1137484.65,1110317.1,0,946903.15,AZ,9,,,,,40000,0
H0AZ03321,"PARKER, VERNON",C,2,REP,1196196.62,1170856.83,0,760515.59,AZ,9,,,L,44,403682.59,10000
H2AZ06155,"GRANTHAM, TRAVIS W.",O,2,REP,465171.5,465362.79,2500,157760,AZ,9,,,,,500,0
H2AZ09035,"ROGERS, WENDY",C,2,REP,249543.44,245959.81,0,229543.44,AZ,9,,,,,0,0
H2AZ09050,"SEPULVEDA, MARTIN C",C,2,REP,278284.92,274200.91,0,168280,AZ,9,,,,,10000,0
H2AZ09084,"SCHANDLBAUER, LEAH CAMPOS",C,2,REP,75749,68229.76,0,63749,AZ,9,,,,,11000,0
H2AZ09100,"BOROWSKY, LISA",C,2,REP,89245.22,89256.92,0,72034.68,AZ,9,,,,,0,0
H2AZ09118,"THOMPSON, ROBERT JEFFREY",C,2,REP,12359,12359,7109,5250,AZ,9,,,,,0,0
H2AZ09092,"STAPLEY, DON",C,3,UNK,0,0,0,0,AZ,,,,,,0,0
H2CA00112,"MILLER, JEFFREY",C,2,REP,0,0,0,0,CA,0,,,,,0,0
H0CA02138,"REED, JAMES E",C,1,DEM,192675.52,192924.1,2140,138139.18,CA,1,,,L,42,10250,0
H0CA02120,"STIGLICH, PETER VINCENT",C,2,REP,14078.21,14078.21,7737.47,6300.56,CA,1,,,,,0,0
H2CA01110,"AANESTAD, SAMUEL",C,2,REP,269865.26,269617.61,0,63747.26,CA,1,,,,,23034,0
H2CA01128,"DACQUISTO, MICHAEL",C,2,REP,42151,41389,36833,0,CA,1,,,,,0,0
H2CA02142,"LAMALFA, DOUG",C,2,REP,872995.42,775941.69,0,369683.14,CA,1,,,W,57,333027.98,0
H2CA02100,"LAWSON, STACEY",O,1,DEM,1140778.99,1140778.99,48182.84,978601.88,CA,2,,,,,6000,0
H2CA02118,"CAFFREY, ANDREW AUGUSTINE IV",O,1,DEM,10451,10336,4,5591,CA,2,,,,,0,0
H2CA02126,"COURTNEY, WILLIAM L",O,1,DEM,62585.47,62537.89,3120,19902.47,CA,2,,,,,0,0
H2CA02134,"AKHLAGHI, BANAFSHEH",O,1,DEM,18570,18570,0,18570,CA,2,,,,,0,0
H2CA02159,"FRITZLAN, LARRY",O,1,DEM,16008,16008,10900,4507,CA,2,,,,,0,0
H2CA06259,"HUFFMAN, JARED",O,1,DEM,1449511.65,1262439.87,405.24,1003532.07,CA,2,,,W,70,403424.22,0
H2CA06267,"SOLOMON, NORMAN",O,1,DEM,812156.33,812465.46,16197.6,748153.21,CA,2,,,,,34555.17,500
H2CA06275,"ADAMS, SUSAN L",O,1,DEM,202302.01,202302.01,2870,185393,CA,2,,,,,14035,4.01
H2CA06283,"RENEE, TIFFANY",O,1,DEM,17836,17765.97,0,15317,CA,2,,,,,0,0
H0CA06121,"ROBERTS, DANIEL ",O,2,REP,268634.36,268634.36,0,46811,CA,2,,,L,29,0,100
H6CA02010,"HERGER, WALLY",I,2,REP,397779.8,732985.93,0,62710.93,CA,2,,,,,319250,0
H2CA02175,"LEWALLEN, JOHN JULIUS",O,3,IND,6555,6555,0,3255,CA,2,,,,,0,0
H2CA02167,"CLARKE, BROOKE J",C,3,,7168,7168,7168,0,CA,2,,,,,0,0
H0CA10149,"GARAMENDI, JOHN",I,1,DEM,2085819.12,2094921.97,0,1240583.05,CA,3,,,W,53,770307.38,4795.64
H0CA07103,"TUBBS, RICHARD STEPHEN II",C,2,REP,47472.86,47472.86,0,33682.28,CA,3,,,,,0,0
H2CA03090,"DOLBOW VANN, KIMBERLY",C,2,REP,1237746.49,1219261.88,5000,878055.41,CA,3,,,L,46,328242.37,10500
H2CA03108,"CARLOS, JOSEPH ANTHONY",C,2,REP,7204.96,7204,140.46,7064.5,CA,3,,,,,0,0
H6CA03067,"SCHAUPP, CHARLES ",C,2,REP,96869.57,96869.57,43600.12,1199,CA,3,,,,,0,0
H2CA04106,"MOORE, WILLIAM E",C,1,DEM,2075,2075,0,2075,CA,4,,,,,0,0
H2CA04114,"UPPAL, JACK",C,1,DEM,57406.58,56622.4,1397.28,39838.04,CA,4,,,L,38,1500,8842
H8CA04152,"MCCLINTOCK, THOMAS",I,2,REP,1191742.7,1125498.34,0,1076801.65,CA,4,,,W,61,109724.21,0
H8CA01109,"THOMPSON, MIKE MR.",I,1,DEM,1811426.04,1617250.71,0,717324.63,CA,5,,,W,78,1069060.62,537.88
H2CA05095,"LOFTIN, JOSEPH R",C,2,REP,14777,9829.06,0,9599,CA,5,,,L,21,0,0
H2CA01045,"WOOLSEY, LYNN C.",I,1,DEM,66274.9,117705.6,0,21700.68,CA,6,,,,,44510.79,0
H6CA05195,"MATSUI, DORIS",I,1,DEM,908449.38,858322.9,0,283969.17,CA,6,,,W,74,623077.38,0
H0CA05073,"SMITT, ERIK",O,2,REP,3590.25,5956.78,320,3270.25,CA,6,,,,,0,0
H2CA06291,"MCCRAY, JOSEPH SR",O,2,REP,28906.67,29001.48,0,345,CA,6,,,L,25,0,0
H0CA03078,"BERA, AMERISH",C,1,DEM,3664781.6,3564211.09,40754.94,2719384.89,CA,7,,,W,50,703190.09,9687.89
H6CA34112,"LUNGREN, DANIEL E.",I,2,REP,2702536.36,2718888.94,0,1225275.3,CA,7,,,L,49,1385915.92,5025
H8CA05134,"TUMA, DOUGLAS ARTHUR",C,3,LIB,200,341.9,200,0,CA,7,,,,,0,0
H2CA00138,"PINKERTON, JOHN R",C,1,DEM,22492,22493,0,1558,CA,8,,,,,0,0
H8CA25058,"CONAWAY, JACQUESE L",C,1,DEM,13506,13492,950,2556,CA,8,,,,,0,0
H0CA42175,"LIBERATORE, PHILIP LAURENCE",C,2,REP,675508,630792.43,200,47808,CA,8,,,,,2500,0
H2CA08131,"MCEACHRON, RYAN",C,2,REP,211584.86,217241.18,0,80584.86,CA,8,,,,,6000,0
H2CA08149,"VALLES, ANGELA",C,2,REP,42405,42574,0,4312,CA,8,,,,,0,0
H2CA08156,"MITZELFELT, BRAD",C,2,REP,249333.83,236798,0,189966.93,CA,8,,,,,7825,0
H2CA08164,"COOK, PAUL",C,2,REP,610014.28,583981.44,0,335916.33,CA,8,,,W,57,243738,0
H2CA08172,"JENSEN, WILLIAM O'NEIL JR",C,2,REP,23601,22464,0,17220,CA,8,,,,,0,0
H2CA41116,"IMUS, GREGG",O,2,REP,118844.1,110127.67,1010,96540.99,CA,8,,,L,42,0,0
H2CA08180,"ADAMS, ANTHONY T",C,3,NPA,37895,41174.7,0,29245,CA,8,,,,,500,0
H4CA11081,"MCNERNEY, JERRY",I,1,DEM,2532626.42,2744513.95,0,1616047.64,CA,9,,,W,53,850224.74,4542.6
H2CA09105,"MCDONALD, JOHN",C,2,REP,94584.86,94584.86,22494.68,27309,CA,9,,,,,0,0
H2CA11135,"GILL, RICKY",C,2,REP,2977717.26,2947420.19,2500,2250010.73,CA,9,,,L,46,406749,0
H2CA00096,"BARKLEY, MICHAEL JAMES",C,1,DEM,10985.55,10258.96,0,196.84,CA,10,,,,,0,0
H2CA10145,"HERNANDEZ, JOSE M",C,1,DEM,1758386.78,1754480.64,6438.98,1243919.69,CA,10,,,L,46,478557.45,14606.89
H0CA19173,"DENHAM, JEFF",I,2,REP,2756588.82,2647697.84,0,1284763.56,CA,10,,,W,53,1167433.27,0
H2CA10152,"CONDIT, CHAD MATTHEW",C,3,NNE,69563.25,65741.68,919,59904.25,CA,10,,,,,0,0
H0CA07111,"FITZGERALD, JOHN",C,1,DEM,13668,13668,6000,5335,CA,11,,,,,0,0
H6CA07043,"MILLER, GEORGE",I,1,DEM,743547.15,885945.61,0,231511.95,CA,11,,,W,69,502067,23.81
H0CA08077,"SHIELDS, SUMMER J",C,1,DEM,42447.31,42860.01,0,35519,CA,12,,,,,5603.06,0
H4CA12055,"KHANNA, ROHIT",C,1,DEM,1261352.27,245150.2,2645.12,1256162.14,CA,12,,,,,0,0
H8CA05035,"PELOSI, NANCY",I,1,DEM,2305144.47,2006447.66,0,851144.35,CA,12,,,W,84,1048000,0
H0CA08069,"DENNIS, JOHN",C,2,REP,531463.04,480225.85,0,531463.04,CA,12,,,L,15,0,0
H4CA12089,"HERMANSON, BARRY",C,3,GRE,13482,13480,0,1982,CA,12,,,,,0,0
H0CA13093,"JELINCIC, JUSTIN",C,1,DEM,2225,2484.87,0,225,CA,13,,,,,0,0
H8CA09060,"LEE, BARBARA",I,1,DEM,1167291.69,1148467.65,0,814593.62,CA,13,,,W,86,352230,32.66
H2CA13099,"SINGLETON, MARILYN M",C,3,UNK,77045.65,75448.47,6846.15,42698.5,CA,13,,,L,13,6000,0
H8CA12171,"SPEIER, JACKIE",I,1,DEM,969474.1,885671.51,0,539596.03,CA,14,,,W,78,417885.2,55.52
H2CA14139,"BACIGALUPI, DEBBIE",C,2,REP,32716.61,32716.61,0,29661.61,CA,14,,,L,21,3000,0
H0CA15171,"SIMITIAN, S JOSEPH",C,1,DEM,28170.12,23083.66,0,21750,CA,15,,,,,3000,0
H2CA15086,"CORBETT, ELLEN",C,1,DEM,176014.74,71821.74,0,159380.84,CA,15,,,,,16000,0
H2CA15094,"SWALWELL, ERIC MICHAEL",C,1,DEM,826186.24,799576.22,0,700345.18,CA,15,,,W,52,124700,0
H6CA09023,"STARK, FORTNEY HILLMAN JR",I,1,DEM,939654.02,1397139.03,0,198772.42,CA,15,,,L,47,612337.88,0
H0CA13119,"PAREJA, CHRISTOPHER JAMES",C,3,UNK,22401,23934,440,20511,CA,15,,,,,0,0
H0CA19132,"GOODWIN, LORAINE",C,1,DEM,2139,2292,2120,0,CA,16,,,,,0,19
H4CA20082,"COSTA, JIM",I,1,DEM,1483125.53,1299918.69,0,766838.45,CA,16,,,W,55,704642.47,0
H2CA16092,"WHELAN, BRIAN",C,2,REP,706128.67,694543.98,5,462643.67,CA,16,,,L,44,11500,7000
H2CA16100,"TACHERRA, JOHNNY",C,2,REP,52748.95,52734.25,2830.33,47085,CA,16,,,,,0,0
H2CA16118,"GARCIA, MARK",C,2,REP,69532,69416.1,0,56182,CA,16,,,,,1750,0
H0CA15148,"HONDA, MIKE",I,1,DEM,900844.16,1028810.23,0,552340.8,CA,17,,,W,73,340460.54,254.57
H2CA17090,"LI, EVELYN",C,2,REP,69718.8,64428.1,0,26945.5,CA,17,,,L,26,0,0
H2CA18056,"CARDOZA, DENNIS",C,1,DEM,218022.24,265534.86,0,72670.59,CA,18,,,,,143050,500
H2CA18122,"PARKS, WILLIAM RANDLE",O,1,DEM,1566,1116.83,1546,20,CA,18,,,,,0,0
H8CA12098,"ESHOO, ANNA",I,1,DEM,1489802.48,1629523.88,0,809053.42,CA,18,,,W,69,676109.66,53.15
H0CA18050,"BERRYHILL, MICHAEL CLARE SR",O,2,REP,177930.81,177981.68,171450,0,CA,18,,,,,0,0
H6CA14098,"BROUILLET, CAROL LIANE",O,3,GRE,22979,22978,14938,8041,CA,18,,,,,0,0
H4CA16049,"LOFGREN, ZOE",I,1,DEM,858985.44,626000.61,0,427611.83,CA,19,,,W,72,408121.02,400
H2CA19112,"MURRAY, ROBERT",C,2,REP,13600,8379,0,6200,CA,19,,,L,27,0,0
H4CA17021,"FARR, SAM",I,1,DEM,735679.32,727205.98,0,327868,CA,20,,,W,72,405556.84,0
H2CA20102,"OLIVER, CLINT",C,2,REP,30605.53,30605.53,0,30600,CA,20,,,,,0,0
H8CA17089,"TAYLOR, JEFF",C,2,REP,100,6616.61,0,0,CA,20,,,L,27,0,100
H0CA19082,"HERNANDEZ, JOHN S",C,1,DEM,123904.84,100107.59,0,47628.16,CA,21,,,L,39,52540.54,0
H2CA21167,"XIONG, BLONG",C,1,DEM,346980.01,345404.71,0,278287.59,CA,21,,,,,53570.15,0
H2CA20094,"VALADAO, DAVID",C,2,REP,1315897.19,1181112.9,0,713173.28,CA,21,,,W,60,574499.79,0
H2CA22140,"LEE, OTTO",C,1,DEM,399219.45,394817.84,0,287753.15,CA,22,,,L,37,77210,0
H8CA20059,"NUNES, DEVIN GERALD",I,2,REP,1551896.98,1087798.59,0,684148.88,CA,22,,,W,62,859052.43,0
H0CA23118,"WATSON, THOMAS C",C,2,REP,14908.15,19473.55,0,14360,CA,23,,,,,0,0
H6CA22125,"MCCARTHY, KEVIN",I,2,REP,4659697.08,3993705.62,0,1925545.19,CA,23,,,W,73,2422237.64,0
H2CA23122,"PHILLIPS, TERRY",C,3,IND,49557.94,48520.57,150,47700,CA,23,,,L,26,1450,0
H2CA24146,"POLLOCK, DAVID",O,1,DEM,95516.14,95300.84,491.5,80042.14,CA,24,,,,,250,0
H8CA22089,"CAPPS, LOIS",I,1,DEM,3320070.72,3286649.92,0,2116810.22,CA,24,,,W,54,1132703.11,9165.18
H2CA23106,"MALDONADO, ABEL",C,2,REP,2702469.8,2669430.05,100,1512030.94,CA,24,,,L,45,388310.34,5000
H2CA23114,"MITCHUM, CHRISTOPHER",C,2,REP,230607.4,228260.9,0,68107.4,CA,24,,,,,2000,0
H6CA21028,"GALLEGLY, ELTON",I,2,REP,250691.38,409799.91,0,206528,CA,24,,,,,35470,0
H2CA24161,"BOUTTE, MATTHEW ELLIOTT",O,3,,6927,6926,0,6927,CA,24,,,,,0,0
H2CA25143,"ROGERS, LEE C",C,1,DEM,374126.89,360091.19,35.8,311972.12,CA,25,,,L,44,42452.9,0
H2CA25036,"MCKEON, HOWARD P. 'BUCK'",I,2,REP,1980066.12,1756319.01,0,1091355.19,CA,25,,,W,55,806100,0
H2CA25168,"WRIGHT, CATHIE",C,2,REP,3000,4481,3000,0,CA,25,,,,,0,0
H2CA25176,"ACOSTA, DANTE",C,2,REP,31753.7,32230.5,0,14095,CA,25,,,,,0,0
H0CA23068,"GOLDBERG, ALBERT MAXWELL",O,1,DEM,12131,12131,0,745,CA,26,,,,,0,0
H2CA00120,"BROWNLEY, JULIA",C,1,DEM,2155827.82,2106885.83,0,1568737.04,CA,26,,,W,51,506108.67,0
H2CA24153,"THAYNE, DAVID CRUZ",C,1,DEM,109014.22,62302.46,414.86,108599.36,CA,26,,,,,0,0
H2CA26075,"BENNETT, STEVE",C,1,DEM,306832.22,306832.22,24287.56,245529,CA,26,,,,,1000,15.66
H2CA26083,"RUELAS, ESEQUIEL FRANK",C,1,DEM,0,0,0,0,CA,26,,,,,0,0
H2CA26117,"HERRERA, JESS JOHN",C,1,DEM,23708,23709,0,21708,CA,26,,,,,2000,0
H2CA26109,"STRICKLAND, ANTHONY A.",C,2,REP,2482625.55,2392306.7,0,1576872.8,CA,26,,,L,48,852562.88,1000
H8CA35032,"DREIER, DAVID",I,2,REP,195588.7,218636.6,0,16065.4,CA,26,,,,,78750,0
H2CA26091,"PARKS, LINDA",C,3,,240592.02,240640.28,1767,202352.39,CA,26,,,,,0,0
H0CA32101,"CHU, JUDY",I,1,DEM,1523172.1,858348.1,0,1109396.89,CA,27,,,W,63,351235,0
H2CA27198,"ORSWELL, JACK",C,2,REP,204289.12,204289.12,9950.6,139669.92,CA,27,,,L,36,9500,0
H2CA27206,"DURAN, ROBERT",C,2,REP,92321.18,86717.38,0,30915,CA,27,,,,,0,0
H0CA27085,"SCHIFF, ADAM",I,1,DEM,1333321.02,1082976.5,0,778453.54,CA,28,,,W,75,529225,0
H0CA28109,"WORMAN, JENNY",C,2,REP,4540,4277,0,880,CA,28,,,,,0,533
H0CA00082,"PORTANTINO, ANTHONY",C,1,DEM,334068.61,85755.64,0,239725.28,CA,29,,,,,60822,5021.33
H0CA28117,"VALDEZ, RICHARD",C,1,DEM,0,0,0,0,CA,29,,,,,0,0
H2CA28113,"CARDENAS, TONY",C,1,DEM,844097.25,709796.98,0,447719.83,CA,29,,,W,74,382350,0
H2CA28097,"HERNANDEZ, DAVID RAYMOND",C,2,REP,12875,6440,1140,8335,CA,29,,,L,25,0,0
