id,"last, first",inc,pcode,party,totrec,totdis,candcont,indcont,abbr,dist,spec,runoff,gewin,geper,otherpolcom,partycont
H2AZ07070,"GRIJALVA, RAUL M",I,1,DEM,667940.62,618857.51,0,364524.76,AZ,7,,,W,61,302610,0
H6AZ02015,"GONZALES, LUIS ARMANDO",O,1,DEM,0,0,0,0,AZ,7,,,,,0,0
H2AZ07013,"HIEB, ROSS JOSEPH",O,2,REP,1409.34,59.64,1373.34,0,AZ,7,,,,,0,0
H4AZ07019,"MUNOZ, LOU",C,2,REP,12090,13106.63,0,5090,AZ,7,,,,,0,0
H0AZ05037,"RYAN, MARY JUDGE",C,1,DEM,2385.93,8761.14,0,0,AZ,8,,,,,0,0
H4AZ08025,"LEISTER, DWIGHT D",C,1,DEM,9021,9021,9021,0,AZ,8,,,,,0,0
H4AZ08033,"SULTAN, TIM",C,1,DEM,101949.01,98608.06,0,100015,AZ,8,,,,,0,0
H4AZ08041,"CHIMENE, JEFFREY",C,1,DEM,9209.75,9209.75,0,3429.6,AZ,8,,,,,0,0
H4AZ08058,"BACAL, EVA K",C,1,DEM,102192.01,99692.51,0,84071.02,AZ,8,,,L,36,5500,0
H2AZ02014,"KOLBE, JIM",I,2,REP,1159250.5,1146719.94,0,693600.83,AZ,8,,,W,60,446393.41,5000
H4AZ08017,"GRAF, RANDALL RANDY",C,2,REP,102075.69,88994.16,0,94046.28,AZ,8,,,,,6750,0
H6CA01103,"ALIOTO, MICHELA A",C,1,DEM,0,0,0,0,CA,1,,,,,0,0
H8CA01109,"THOMPSON, MIKE",I,1,DEM,1256762.56,1271920.07,0,781753.25,CA,1,,,W,67,449934.93,139.31
H0CA01106,"WIESNER, LAWRENCE R",C,2,REP,29624,28993,14173,10451,CA,1,,,L,28,5000,0
H0CA01114,"HITT, KENNETH ALLAN",C,2,REP,0,169.76,0,0,CA,1,,,,,0,0
H4CA01058,"MEYERS, WILLIAM P",C,3,GRE,4667,4666,0,4667,CA,1,,,,,0,0
H2CA02076,"JOHNSON, MICHAEL DAVID",C,1,DEM,11235,6297,3224,7710,CA,2,,,,,0,300
H4CA02080,"VANCE, JEFFREY PAUL",C,1,DEM,22028,22012,3008,13830,CA,2,,,,,0,0
H6CA02010,"HERGER, WALLY",I,2,REP,673910.2,580675.91,0,272353.28,CA,2,,,W,66,386000.67,0
H4CA03062,"CASTILLO, GABRIEL E",O,1,DEM,98349.64,98288.74,3589.45,62312.11,CA,3,,,L,34,28550,1465.52
H8CA03113,"BEEMAN, HOWARD DEAN",C,1,DEM,0,0,0,0,CA,3,,,,,0,0
H8CA03139,"KENT, ROBERT DEAN",C,1,DEM,0,0,0,0,CA,3,,,,,0,0
H4CA03070,"OLLER, THOMAS R",O,2,REP,1280027.02,1279385.85,4987.5,892865.91,CA,3,,,,,121630.61,0
H4CA03088,"OSE, MARY",O,2,REP,2360776.17,2360776.17,969544.08,337214.01,CA,3,,,,,23499.78,0
H6CA34112,"LUNGREN, DANIEL E",O,2,REP,1424408.83,1407973.53,0,934690.45,CA,3,,,W,61,399850,0
H8CA03105,"OSE, DOUG",I,2,REP,662799.99,689440.46,0,94770,CA,3,,,,,76765.68,0
H8CA05134,"TUMA, DOUGLAS ARTHUR",O,3,LIB,222,368,280,42,CA,3,,,L,3,0,0
H4CA04078,"WINTERS, DAVID",O,1,DEM,2300,2062.74,1100,1100,CA,4,,,L,34,100,0
H0CA14042,"DOOLITTLE, JOHN T REP",I,2,REP,937917,912652.34,0,657345.91,CA,4,,,W,65,273597.25,392
H2CA04072,"KIRBY, WILLIAM WARNER",O,3,IND,50900,51420.82,0,0,CA,4,,,,,0,0
H8CA03014,"MATSUI, ROBERT",I,1,DEM,1187786.17,1145932.91,0,278041.99,CA,5,,,W,71,832648.55,0
H2CA05061,"FRANKHUIZEN, RICHARD",C,2,REP,6012,6699,4162,1850,CA,5,,,,,0,0
H4CA05232,"DRISCOLL, PATRICK WILLIAM",C,3,GRE,12906.73,10484.37,0,11610.73,CA,5,,,L,3,200,922.25
H2CA01045,"WOOLSEY, LYNN C",I,1,DEM,554915.93,562628.41,0,315958.73,CA,6,,,W,72,237070.25,0
H2CA06101,"NATION, JOE",C,1,DEM,10265,10130.39,0,9965,CA,6,,,,,250,0
H4CA06107,"VARA, RENN ALEXANDER",C,1,DEM,29655,18149,0,29655,CA,6,,,,,0,0
H2CA06234,"ERICKSON, PAUL L",C,2,REP,5063,6311.02,0,3016,CA,6,,,L,27,0,2047
H6CA07043,"MILLER, GEORGE",I,1,DEM,573264.24,571961.78,0,159523.38,CA,7,,,W,76,408459.42,211.33
H0CA07087,"MRAOVICH, NICHOLAS (""NICK"")",C,2,REP,0,0,0,0,CA,7,,,,,0,0
H8CA05035,"PELOSI, NANCY",I,1,DEM,1552925.18,1240548.18,0,791224.4,CA,8,,,W,84,759000.7,8.49
H4CA08079,"DEPALMA, JENNIFER",C,2,REP,11852,11750,100,6705,CA,8,,,L,11,0,1547
H4CA08095,"BAUM, TERRY",C,3,GRE,38609,38609,31075,7134,CA,8,,,,,0,400
H2CA09063,"GREENE, KEVIN ARTHUR",C,1,DEM,54,214,54,0,CA,9,,,,,0,0
H8CA09060,"LEE, BARBARA",I,1,DEM,871030.52,783149.48,0,619147.18,CA,9,,,W,83,234061.45,0
H4CA09051,"BERMUDEZ, CLAUDIA",C,2,REP,488552.91,482945.44,0,466877.71,CA,9,,,L,13,1000,1547
H6CA10088,"TAUSCHER, ELLEN O",I,1,DEM,817965.41,780202.04,0,370966.2,CA,10,,,,,443804.97,5.38
H0CA10057,"KILIAN, DENNIS M",C,2,REP,0,0,0,0,CA,10,,,,,0,0
H4CA10067,"KETELSON, JEFF",C,2,REP,159221.22,159221.22,126000,26782.33,CA,10,,,L,34,0,0
H6CA07084,"BLAKE, GORDON THOMAS",C,2,REP,0,0,0,0,CA,10,,,,,0,0
H8CA10068,"BALL, CHARLES JOKL",C,2,REP,0,0,0,0,CA,10,,,,,0,0
H2CA11127,"SHAW, ELAINE",C,1,DEM,0,0,0,0,CA,11,,,,,0,0
H4CA11081,"MCNERNEY, GERALD MARK",C,1,DEM,156888.58,154703.36,0,137669.41,CA,11,,,L,38,16110,0
H2CA11051,"POMBO, RICHARD",I,2,REP,1111673.93,1029006.06,0,535813.61,CA,11,,,W,61,560524,196
H2CA11119,"BENIGNO, THOMAS ANTHONY",C,3,IND,5010,5150,5010,0,CA,11,,,,,0,0
H0CA11022,"LANTOS, TOM",I,1,DEM,2128479.69,1190650.91,0,1918919.27,CA,12,,,W,40,198123.06,0
H2CA12158,"ABU-GHAZALAH, MAAD H H",C,1,DEM,93167.7,94235.4,0,82549,CA,12,,,,,1000,6000
H4CA12055,"KHANNA, ROHIT",C,1,DEM,354689.96,354550.91,59425.31,295264.65,CA,12,,,,,0,0
H4CA12063,"HUSKINS, CHRISTOPHER W",C,2,REP,25400,24300,25000,400,CA,12,,,,,0,0
H4CA12071,"GRAY, PAT",C,3,GRE,47955,44685,2673,39662,CA,12,,,L,5,0,1500
H6CA09023,"STARK, PETE",I,1,DEM,370613.7,455740.74,0,36266.72,CA,13,,,W,71,287935.12,1000
H4CA13079,"BRUNO, GEORGE IR JR",C,3,UNK,31464.75,31884.75,2649.69,23815.06,CA,13,,,L,24,5000,0
H8CA12098,"ESHOO, ANNA",I,1,DEM,955920.1,939395.19,0,426775.95,CA,14,,,w,40,518700,128.43
H2CA14113,"NIXON, JOSEPH H",C,2,REP,0,3453,0,0,CA,14,,,,,0,0
H8CA14128,"HAUGEN, JOHN CHRISTIAN",C,2,REP,52842.64,52625.89,120,45788.77,CA,14,,,L,87,100,105
H0CA15114,"PEACOCK, WILLIAM E",O,1,DEM,0,0,0,0,CA,15,,,,,0,0
H0CA15148,"HONDA, MIKE",I,1,DEM,524606.13,539480.47,0,257034.18,CA,15,,,W,71,266951.79,233.58
H2CA16076,"HERMANN, LINDA RAE",C,2,REP,761.46,882.61,0,0,CA,15,,,,,0,0
H4CA15058,"CHUKWU, RAYMOND",C,2,REP,76053.26,84999.1,1650,67359,CA,15,,,L,28,0,0
H4CA16049,"LOFGREN, ZOE",I,1,DEM,533199.51,598745.98,0,243942.05,CA,16,,,W,70,280753.19,55.37
H2CA16084,"MCNEA, DOUGLAS ADAMS",C,2,REP,145,244,145,0,CA,16,,,L,26,0,0
H4CA17021,"FARR, SAM",I,1,DEM,612025.92,616328.02,0,275946.33,CA,17,,,W,67,316625,284.16
H2CA17025,"MCCAMPBELL, BILL",C,2,REP,0,0,0,0,CA,17,,,,,0,0
H2CA17066,"VELAZQUEZ, IGNACIO",C,2,REP,0,0,0,0,CA,17,,,,,0,0
H4CA17260,"RISLEY, MARK J",C,2,REP,145685.48,144622.33,0,73635.48,CA,17,,,L,28,0,50
H0CA15031,"CONDIT, GARY A",C,1,DEM,10000,10668.63,0,0,CA,18,,,,,0,0
H2CA18056,"CARDOZA, DENNIS",I,1,DEM,883673.45,809020.42,0,379062.13,CA,18,,,W,67,454140.3,0
H4CA18045,"PRINGLE SR., CHARLES F.",C,2,REP,12130,11095,0,25,CA,18,,,L,32,0,2000
H6CA18081,"CONRAD, WILLIAM BRYAN",C,2,REP,0,224.02,0,0,CA,18,,,,,0,0
H8CA16024,"MONTEITH, RICHARD ""DICK"" J",C,2,REP,1368.55,8982.07,0,0,CA,18,,,,,0,0
H2CA18114,"CRIPE, KEVIN H",C,3,AIP,0,0,0,0,CA,18,,,,,0,0
H0CA19090,"ROSENBERG, DANIEL J",C,1,DEM,0,0,0,0,CA,19,,,,,0,0
H4CA19076,"BUFFORD, JAMES LEX",C,1,DEM,0,0,0,0,CA,19,,,L,27,0,0
H2CA19054,"RADANOVICH, GEORGE",I,2,REP,845107.07,919419.85,0,450993.44,CA,19,,,W,66,382650,0
H4CA20066,"REYES, SARAH",O,1,DEM,0,0,0,0,CA,20,,,,,0,0
H4CA20074,"QUIGLEY, LISA",O,1,DEM,706158.26,701736.06,0,572055.12,CA,20,,,,,132681.15,0
H4CA20082,"COSTA, JIM",O,1,DEM,1963510.23,1937319,2000,1168609.06,CA,20,,,W,52,634575,0
H0CA20064,"RODRIGUEZ, RICH",C,2,REP,0,6803,0,0,CA,20,,,,,0,0
H2CA20060,"MINUTH, ANDRE NICOLAI",C,2,REP,450278,454607.19,450278,0,CA,20,,,,,0,0
H4CA20124,"ASHBURN, ROY",O,2,REP,1123783.63,1093432.73,0,681509.96,CA,20,,,,,330647.61,16000
H6CA20111,"UNRUH, CLIFFORD D",C,2,REP,1.15,0,0,0,CA,20,,,,,0,0
H2CA21118,"LAPERE, DAVID G.",O,1,DEM,0,0,0,0,CA,21,,,,,0,0
H8CA20067,"ESTRADA, JOHN ANTHONY",O,1,DEM,0,0,0,0,CA,21,,,,,0,0
H2CA21100,"PATTERSON, NORWOOD JAMES JR",O,2,REP,100.29,226.95,0,100.12,CA,21,,,,,0,0
H2CA38187,"BRIGGS, MIKE EARL",O,2,REP,0,0,0,0,CA,21,,,,,0,0
H8CA20059,"NUNES, DEVIN G",I,2,REP,795305.73,667524.69,0,515816.5,CA,21,,,W,73,278800,0
H4CA22054,"STOKER, MICHAEL BRIAN",C,2,REP,7.01,6459.11,0,0,CA,22,,,,,0,0
H8CA18020,"THOMAS, WILLIAM MARSHALL",I,2,REP,1675471.76,1493684.09,0,431719,CA,22,,,W,100,1226563.44,52.88
H8CA22063,"BORDONARO, TOM",C,2,REP,0,131,0,0,CA,22,,,,,0,0
H0CA23050,"CASE, MICHAEL W",C,1,DEM,0,0,0,0,CA,23,,,,,0,0
H8CA22089,"CAPPS, LOIS",I,1,DEM,1110388.1,1009296.36,0,641986.73,CA,23,,,W,63,376025,0
H2CA22116,"REGAN, DONALD ERNEST",C,2,REP,148650.67,148634.16,31676.4,32081.47,CA,23,,,L,33,2000,2099
H2CA23080,"ROGERS, BETH",C,2,REP,77531.05,83056.89,68726.46,3598,CA,23,,,,,0,0
H4CA23128,"CORBANI, CANDACE (CANDI)",C,2,REP,2150,2149,0,2150,CA,23,,,,,0,0
H4CA24118,"WAGNER, BRETT GRIFFIN",C,1,DEM,208260.53,207438.24,8737.21,169176.32,CA,24,,,,,17847,0
H0CA24082,"DOYLE, JERRY",C,2,REP,4665,4685.08,0,2640,CA,24,,,,,25,0
H6CA21028,"GALLEGLY, ELTON",I,2,REP,656539.97,551064.85,0,484356.04,CA,24,,,W,100,145849,0
H8CA24093,"HOFFMAN, RANDY D",C,2,REP,0,0,0,0,CA,24,,,,,0,0
H4CA25099,"WILLOUGHBY, FRED TIMOTHY",C,1,DEM,49685,47171,39067,10210,CA,25,,,L,100,0,0
H6CA40234,"CONAWAY, ROBERT DEAN",C,1,DEM,1605,1861,625,976,CA,25,,,,,0,0
H2CA25028,"WYMAN, PHILLIP D",C,2,REP,11,7500,0,0,CA,25,,,,,0,0
H2CA25036,"MCKEON, HOWARD P",I,2,REP,961855.13,954942.98,0,457458.5,CA,25,,,,,337850,0
H4CA26097,"MATTHEWS, CYNTHIA",C,1,DEM,55306.27,25537.38,0,39469.27,CA,26,,,,,0,0
H4CA26105,"JOHNSON, VICKI",C,1,DEM,10839.17,10839.17,2691.8,4146.53,CA,26,,,,,0,0
H6CA41166,"MIKELS, MARJORIE MUSSER",C,1,DEM,299.5,519.17,0,0,CA,26,,,,,0,0
H4CA26113,"SARDO, S SONNY",C,2,REP,54680.82,55172.94,6630,33049.82,CA,26,,,,,0,0
H8CA35032,"DREIER, DAVID",I,2,REP,1185971.07,1338734.74,0,682660,CA,26,,,,,409500,0
H2CA27016,"LEVINE, MEL",C,1,DEM,13,0,0,0,CA,27,,,,,0,0
H6CA24113,"SHERMAN, BRAD",I,1,DEM,818156.43,871679.14,4800,450314.03,CA,27,,,,,346350,0
H6CA27231,"ROGAN, JAMES E",C,2,REP,1295,7412.74,0,0,CA,27,,,,,0,0
H2CA26026,"BERMAN, HOWARD L",I,1,DEM,735045.41,902395.52,0,479493,CA,28,,,,,235975,0
H2CA28097,"HERNANDEZ, DAVID RAYMOND JR",C,2,REP,33128,32611,7698,9883,CA,28,,,,,0,1597
H0CA27085,"SCHIFF, ADAM",I,1,DEM,1488309.55,955788.16,0,997020.5,CA,29,,,W,64,472900,0
H4CA27095,"TORCHIZKY, REZA",C,2,REP,50776,44175,0,800,CA,29,,,,,0,0
H4CA29091,"SCOLINOS, HARRY",C,2,REP,620424.39,605283.92,117525.02,296887.38,CA,29,,,L,30,6000,0
H2CA30077,"QUEZADA, LETICIA",C,1,DEM,0,0,0,0,CA,30,,,,,0,0
H2CA30218,"FELDMAN, KEVIN",C,1,DEM,58583.68,58733.14,58527.96,55.72,CA,30,,,,,0,0
H6CA24048,"WAXMAN, HENRY A.",I,1,DEM,564011.83,453719.13,0,118193.94,CA,30,,,W,71,428113.24,300
H4CA30073,"ELIZALDE, VICTOR DAVID",C,2,REP,259671.67,256410.02,0,128230.23,CA,30,,,L,28,2000,1500
H2CA30143,"BECERRA, XAVIER",I,1,DEM,785959.56,623029.37,0,287483.7,CA,31,,,W,80,496021.28,157.82
H0CA31087,"SOLIS, HILDA",I,1,DEM,578263.43,527095.52,0,244411.46,CA,32,,,W,84,331667.97,0
H2CA32073,"MURRAY, KEVIN",O,1,DEM,0,0,0,0,CA,32,,,,,0,0
H2CA32081,"TERRELL, LEO JAMES",O,1,DEM,101.25,804.76,0,0,CA,32,,,,,0,0
H8CA28045,"HOLDEN, NATHAN NATHANIEL",O,1,DEM,0,1600,0,0,CA,32,,,,,0,0
H0CA32093,"HENTSCHEL, NOEL IRWIN",O,2,REP,35000,41298.03,0,0,CA,32,,,,,0,0
H2CA32180,"FOSTER, EZOLA",O,3,REF,1496,1496,66,1430,CA,32,,,,,0,0
H2CA32099,"WATSON, DIANE E",I,1,DEM,261193.05,259668.78,0,103017.99,CA,33,,,W,88,154975,0
H2CA33048,"ROYBAL-ALLARD, LUCILLE",I,1,DEM,582264.36,569035.65,0,315096.5,CA,34,,,W,74,263274.72,1500
H4CA23011,"WATERS, MAXINE",I,1,DEM,390925.22,330985.99,0,190155.52,CA,35,,,W,80,111525,0
H2CA35092,"MOEN, ROSS",C,2,REP,3550,3540.99,0,200,CA,35,,,L,15,0,0
H2CA27107,"HARMAN, JANE",I,1,DEM,1046239.51,763785.31,0,710858,CA,36,,,W,61,330527.38,28.09
