id,"last, first",inc,pcode,party,totrec,totdis,candcont,indcont,abbr,dist,spec,runoff,gewin,geper,otherpolcom,partycont
H4AL06106,"BROOKE, WILLIAM W",O,2,REP,1413085.06,1413085.06,2600,614489.14,AL,6,,,,,30900,0
H4AL06114,"VIGNEULLE, THOMAS RAY SR",O,2,REP,67729,67729,0,47229,AL,6,,,,,2000,0
H0AL07086,"SEWELL, TERRI A.",I,1,DEM,1511862.55,1468012.7,0,434075.98,AL,7,,,,,1076075.27,1000
H4AL07096,"JOHNSON, TAMARA HARRIS",C,1,DEM,21248,21248,0,17488,AL,7,,,,,0,0
H4AL07070,"MACK, STANLEY ALLEN",C,2,REP,8.5,0,0,8.5,AL,7,,,,,0,0
H4AR01051,"MCPHERSON, JACKIE",C,1,DEM,284800.44,279780.51,0,240766.83,AR,1,,,,,32150,6000
H0AR01083,"CRAWFORD, ERIC ALAN RICK",I,2,REP,907123.79,665075.08,0,405876.21,AR,1,,,,,483348.58,16699
H4AR02133,"HAYS, PATRICK HENRY",O,1,DEM,1565130.39,1563841.26,0,1151010.74,AR,2,,,,,347200,16875
H0AR02107,"GRIFFIN, JOHN TIMOTHY",I,2,REP,775338.17,816709.63,0,372298.33,AR,2,,,,,388410.1,1000
H4AR02141,"HILL, JAMES FRENCH",O,2,REP,2198995.68,2149743.85,0,1692042.7,AR,2,,,,,445152.36,8800
H4AR02158,"CLEMMER, ANN V",O,2,REP,189699.86,189699.86,26990.95,113993.6,AR,2,,,,,17500,0
H4AR02166,"REYNOLDS, CONRAD EARL",O,2,REP,118476.08,118476.08,326,42873.08,AR,2,,,,,0,0
H0AR03055,"WOMACK, STEVE",I,2,REP,970069.13,574943.7,0,431015.71,AR,3,,,,,537988.96,0
H4AR03040,"BREWER, THOMAS HILL",C,2,REP,9780,7218.5,0,4780,AR,3,,,,,0,0
H4AR04063,"WITT, JAMES LEE",O,1,DEM,1189666.78,1189666.78,22977.53,834964.36,AR,4,,,,,318997.89,7000
H2AR04083,"COTTON, THOMAS",I,2,REP,13911690.06,13814166.59,0,10892504.11,AR,4,,,,,1853167.95,65525
H4AR04048,"WESTERMAN, BRUCE MR.",O,2,REP,1047441.15,955239.74,12933.14,707291.37,AR,4,,,,,260875,5000
H4AR04055,"MOLL, THOMAS",O,2,REP,634494.59,634494.59,16259.8,538301.76,AR,4,,,,,27000,0
H4AR04030,"PERCEFULL, JANIS KENT",O,3,IND,11505,13147.03,2000,9505,AR,4,,,,,0,0
H0AS00018,"FALEOMAVAEGA, ENI",I,1,DEM,59833.2,69932.71,0,51200,AS,0,,,,,6500,0
H4AS00036,"AMATA, AUMUA",C,2,REP,25185.21,25095.9,0,19324.57,AS,0,,,,,0,5000
H8AS00052,"LANCASTER, ROSIE TAGO",C,3,IND,16315,16417,16065,250,AS,0,,,,,0,0
H4AS00085,"TULAFONO, TOGIOLA",C,3,UNK,10810,8942,775,10035,AS,0,,,,,0,0
H8AZ01104,"KIRKPATRICK, ANN",I,1,DEM,3420445.88,3340584.56,0,2279416.19,AZ,1,,,,,1082800,16044.88
H0AZ01325,"TOBIN, ANDY HON.",C,2,REP,1385768.58,1377528.21,0,906905.29,AZ,1,,,,,407488.75,5000
H4AZ01145,"KIEHNE, GARY",C,2,REP,781778.38,776590.05,46250.24,300150.63,AZ,1,,,,,4600,0
H4AZ01152,"KWASMAN, ADAM CHARLES",C,2,REP,307204.09,306938.29,7459,231292.02,AZ,1,,,,,11750,0
H2AZ08094,"BARBER, RONALD",I,1,DEM,4029500.96,3610617.45,0,2216333.98,AZ,2,,,,,1329240.74,10196.48
H2AZ08102,"MCSALLY, MARTHA E MS.",C,2,REP,4941801.69,4503580.94,0,3504797.56,AZ,2,,,,,559925,0
H4AZ02127,"MARTIN, EDWARD T",C,2,REP,14236,12441,2000,10010,AZ,2,,,,,0,200
H4AZ02135,"KAIS, SHELLEY M",C,2,REP,44050.43,44012.26,45.26,39102.88,AZ,2,,,,,1000,0
H4AZ02143,"WOOTEN, CHARLES A",C,2,REP,40625.56,40625.56,481.95,38875.08,AZ,2,,,,,0,0
H2AZ07070,"GRIJALVA, RAUL M",I,1,DEM,589338.71,561116.42,0,304356.29,AZ,3,,,,,276433.16,625
H2AZ07146,"MERCER, GABRIELA SAUCEDO MRS",C,2,REP,93433.06,103441.35,0,80283.06,AZ,3,,,,,9675,2650
H8AZ01161,"OLIVAS, MIGUEL ",C,2,REP,0,0,0,0,AZ,3,,,,,0,0
H2AZ04143,"WEISSER, MIKEL ",C,1,DEM,40585.84,38071.77,0,27759.33,AZ,4,,,,,0,2000
H0AZ01259,"GOSAR, PAUL ANTHONY",I,2,REP,489817.48,401796.79,0,258598.59,AZ,4,,,,,228550,0
H4AZ05088,"WOODS, JAMES ISSAC",C,1,DEM,56416.79,56749.88,0,53266.79,AZ,5,,,,,2000,850
H4AZ01038,"SALMON, MATT",I,2,REP,938582.34,578157.16,0,501388.41,AZ,5,,,,,408250,0
H2AZ05132,"WILLIAMSON, W JOHN",C,1,DEM,10694.63,10370.25,600,2285.22,AZ,6,,,,,0,2000
H4AZ06045,"SCHWEIKERT, DAVID",I,2,REP,1127799.43,1119893.85,100000,531076.51,AZ,6,,,,,252752.54,250
H2AZ02055,"PASTOR, ED L",I,1,DEM,287956.88,401109,0,55835,AZ,7,,,,,221250,0
H4AZ07043,"GALLEGO, RUBEN",O,1,DEM,936188.95,911026.32,5300,592533.31,AZ,7,,,,,338328.81,26.7
H4AZ07050,"GALLARDO, STEVE M",O,1,DEM,25228.81,25240.46,3077.98,21620,AZ,7,,,,,500,0
H4AZ07068,"WILCOX, MARY ROSE",O,1,DEM,550726.15,548640.01,8205.76,480015.9,AZ,7,,,,,62100,0
H4AZ07076,"MAUPIN JR, JARRETT BARTON",O,2,REP,21772.25,13796.11,0,21772.25,AZ,7,,,,,0,0
H0AZ04501,"PENALOSA, JOSE LUIS JR",O,3,IND,28075.9,29326.9,8740.96,14678,AZ,7,,,,,4000,0
H6AZ07022,"COBB, JOE",O,3,LIB,1288.23,1288.23,1188.23,100,AZ,7,,,,,0,0
H4AZ04024,"FRANKS, TRENT",I,2,REP,424680.15,414180.65,0,217666.28,AZ,8,,,,,206925,0
H4AZ08066,"VAN STEENWYK, CLAIR JEROME MARION",C,2,REP,13483,13483,9673,3810,AZ,8,,,,,0,0
H2AZ09019,"SINEMA, KYRSTEN",I,1,DEM,3718524.89,3464333.4,0,2287356.11,AZ,9,,,,,1380005.75,6720.44
H0AZ03321,"PARKER, VERNON",C,2,REP,701732.46,720133.27,0,684960.32,AZ,9,,,,,0,0
H2AZ09035,"ROGERS, WENDY",C,2,REP,1378441.1,1328058.64,0,1180247.96,AZ,9,,,,,181753.32,2000
H2AZ09050,"SEPULVEDA, MARTIN C.",C,2,REP,0.71,4084.72,0,0,AZ,9,,,,,0,0
H4AZ09015,"VICTOR, MARC J",C,2,REP,0,0,0,0,AZ,9,,,,,0,0
H4AZ09023,"WALTER, ANDREW",C,2,REP,534821.71,530864.61,50,426762.19,AZ,9,,,,,4500,0
H4CA01066,"HALL, HEIDI",C,1,DEM,233378.26,233970.36,0,220972.39,CA,1,,,,,9576,500
H4CA01074,"LEVINE, DAN",C,1,DEM,1900,1890,400,500,CA,1,,,,,1000,0
H2CA02142,"LAMALFA, DOUG",I,2,REP,732867.64,730253.27,0,332253.99,CA,1,,,,,363308.21,150
H2CA06259,"HUFFMAN, JARED MR",I,1,DEM,1083412.43,887467.53,0,510972.28,CA,2,,,,,393023.43,0
H4CA02098,"MENSING, DALE KENNETH",C,2,REP,5502,5462,1927,3575,CA,2,,,,,0,0
H0CA10149,"GARAMENDI, JOHN",I,1,DEM,1457786.33,1320607.27,0,691334.84,CA,3,,,,,759091.69,15.56
H4CA03096,"LOGUE, DANIEL",C,2,REP,1612862.53,1600768.31,50,683111.57,CA,3,,,,,109850,1000
H4CA04094,"JOHNSON, KRISTINE M",C,1,DEM,9715.01,9715.01,0,9660,CA,4,,,,,0,0
H4CA04102,"MOORE, ARTHUR S",C,2,REP,256830.17,221522.01,141.42,161313.57,CA,4,,,,,26885.44,0
H8CA04152,"MCCLINTOCK, THOMAS",I,2,REP,1593895.75,1750512.01,0,1411424.99,CA,4,,,,,175492.8,850
H8CA01109,"THOMPSON, MIKE MR.",I,1,DEM,1871449.24,1712297.91,0,665177.79,CA,5,,,,,1177251.61,0
H4CA11099,"VAN RAAM, DOUGLAS SCOTT",O,3,NNE,1826,1745,1826,0,CA,5,,,,,0,0
H6CA05195,"MATSUI, DORIS",I,1,DEM,1063565.6,982391.48,0,265087.72,CA,6,,,,,793138.74,0
H2CA06291,"MCCRAY, JOSEPH SR",C,2,REP,20944.99,20950.18,0,1202.43,CA,6,,,,,0,0
H0CA03078,"BERA, AMERISH",I,1,DEM,4400563.34,4355563.28,5339.84,2732047.4,CA,7,,,,,1443271.53,10663.76
H0CA11352,"EMKEN, ELIZABETH",C,2,REP,658540.68,658174.97,0,363272.35,CA,7,,,,,6450,0
H4CA07055,"BIRMAN, IGOR A",C,2,REP,552172.4,544686.85,195.65,475754.35,CA,7,,,,,68307.1,0
H8CA03105,"OSE, DOUG",C,2,REP,8586011,8555545.86,3441000,1246204.48,CA,7,,,,,303923.3,0
H8CA05134,"TUMA, DOUGLAS ARTHUR",C,3,LIB,500,251.95,500,0,CA,7,,,,,0,0
H4CA08129,"LEE, ODESSIA",C,1,DEM,5939,5939,5568,371,CA,8,,,,,0,0
H6CA40234,"CONAWAY, ROBERT DEAN",C,1,DEM,5919,6104,2942,2742,CA,8,,,,,0,0
H2CA08164,"COOK, PAUL",I,2,REP,813372.96,303183.16,0,348156.4,CA,8,,,,,454973.94,0
H4CA08103,"HANNOSH, PAUL",C,2,REP,20425.73,19109.67,0,13695.73,CA,8,,,,,0,0
H4CA08111,"CONOVER, RODNEY LEE",C,2,REP,46505.05,43190.82,0,30505.05,CA,8,,,,,0,0
H4CA11081,"MCNERNEY, JERRY",I,1,DEM,1224433.6,1109114.54,0,752090.63,CA,9,,,,,458181.12,26.9
H0CA11337,"AMADOR, ANTONIO CANDIA",C,2,REP,63729.6,62057.76,1200,58495.51,CA,9,,,,,0,0
H4CA09069,"COLANGELO, STEVE ANTHONY",C,2,REP,83667.93,83650.29,0,79510.76,CA,9,,,,,1649,950
H4CA09077,"DAVIS, KAREN MATHEWS",C,2,REP,16200,16200,0,250,CA,9,,,,,0,0
H2CA00096,"BARKLEY, MICHAEL JAMES",C,1,DEM,9042.84,9166.57,0,40,CA,10,,,,,0,0
H4CA10075,"EGGMAN, MICHAEL RAY",C,1,DEM,1294524.96,1291436.26,84.95,948431.37,CA,10,,,,,323490.2,746.03
H0CA19173,"DENHAM, JEFF",I,2,REP,2762283.99,1753320.93,0,990179.52,CA,10,,,,,1381843.31,0
H0CA10073,"DESAULNIER, MARK",O,1,DEM,561969.88,541227.55,0,231123.68,CA,11,,,,,330846.2,0
H4CA11115,"DAYSOG, TONY",O,1,DEM,5718,5718,0,5718,CA,11,,,,,0,0
H4CA11123,"INGERSOL, KI",O,1,DEM,69863.65,69863.65,2978.39,65385.26,CA,11,,,,,0,0
H6CA07043,"MILLER, GEORGE",I,1,DEM,471485.24,512945.41,0,191410.02,CA,11,,,,,277572.3,0
H4CA11107,"QUANG, TUE PHAN",O,2,REP,118694.01,118994.01,200,111761.02,CA,11,,,,,0,0
H4CA12139,"STEGER, MICHAEL G",C,1,DEM,32271.74,32231.14,0,25726.39,CA,12,,,,,6503.35,0
H8CA05035,"PELOSI, NANCY",I,1,DEM,2926898.74,2395066.14,0,1578257.81,CA,12,,,,,1119800,0
H0CA08069,"DENNIS, JOHN",C,2,REP,623935.44,600046.35,0,621269.2,CA,12,,,,,2600,0
H4CA12105,"DAVIES, CURTIS R",C,2,REP,0,0,0,0,CA,12,,,,,0,0
H4CA12089,"HERMANSON, BARRY",C,3,GRE,7770,7769,6000,1770,CA,12,,,,,0,0
H4CA12121,"THORSSON, ANTHONY JOHN ""DESMOND""",C,3,OTH,4394,2905,2599,1795,CA,12,,,,,0,0
H0CA13093,"JELINCIC, JUSTIN",C,1,DEM,2085,1945,0,85,CA,13,,,,,0,0
H8CA09060,"LEE, BARBARA",I,1,DEM,1139240.19,1100730.18,0,839023.69,CA,13,,,,,299645,0
H4CA13087,"SUNDEEN, DAKIN M",C,2,REP,4940,4940,0,2750,CA,13,,,,,0,300
H8CA12171,"SPEIER, JACKIE",I,1,DEM,1075200.59,841038.54,0,636978.86,CA,14,,,,,430736.63,7.09
H4CA18060,"CHEW, ROBIN LEO",C,2,REP,25019.95,25019.95,0,11573,CA,14,,,,,0,0
H0CA15171,"SIMITIAN, S JOSEPH",C,1,DEM,18633.69,9258.03,0,16652.1,CA,15,,,,,1000,0
H2CA15086,"CORBETT, ELLEN",C,1,DEM,225182.31,319004.17,308,163531.56,CA,15,,,,,60750,0
H2CA15094,"SWALWELL, ERIC MICHAEL",I,1,DEM,2040208.3,1669313.51,5,1225716.96,CA,15,,,,,813217.12,22.15
H2CA15102,"HOSTERMAN, JENNIFER",C,1,DEM,2950,3152.23,0,2950,CA,15,,,,,0,0
H4CA15066,"BUSSELL, HUGH",C,2,REP,25367.27,24477.23,0,15287,CA,15,,,,,0,300
H4CA20082,"COSTA, JIM",I,1,DEM,1524075.67,1116677.4,0,744555,CA,16,,,,,688584.51,0
H2CA16100,"TACHERRA, JOHNNY",C,2,REP,343951.55,342204.12,0,304032.93,CA,16,,,,,12000,3000
H4CA16106,"BOTELHO, JOANNA LYNN GARCIA",C,2,REP,32048.72,30840.66,1110,10940,CA,16,,,,,0,0
H4CA16114,"GOOSSEN, MICHAEL WAYNE",C,2,REP,0,0,0,0,CA,16,,,,,0,0
H4CA16122,"LEVEY, MELVIN",C,2,REP,47858,47858,10025,27525,CA,16,,,,,0,0
H4CA16148,"CRASS, STEVEN MICHAEL",C,2,REP,146617.12,146617.12,3324.9,141492.22,CA,16,,,,,0,0
H0CA15148,"HONDA, MIKE",I,1,DEM,3390694.29,3447979.27,35,2388248.83,CA,17,,,,,875350.36,542.98
H4CA12055,"KHANNA, ROHIT",C,1,DEM,3412568.09,4427100.78,0,3405325,CA,17,,,,,0,0
H4CA17294,"SINGH, VANILA M",C,2,REP,497358.89,494382.81,25000,310713,CA,17,,,,,38450,0
H8CA12098,"ESHOO, ANNA",I,1,DEM,1509756.37,1540092.76,0,721861.09,CA,18,,,,,778940.3,2.59
H4CA18078,"FARRAR, WILSON",C,2,REP,3740,3740,0,1740,CA,18,,,,,0,0
H4CA18086,"ANDERSON, BRUCE GORDON",C,2,REP,10094,10094,10094,0,CA,18,,,,,0,0
H4CA18094,"FOX, RICHARD B",C,2,REP,42012,41249.25,0,39255,CA,18,,,,,0,0
H4CA16049,"LOFGREN, ZOE",I,1,DEM,1157846.24,682507.16,0,678103.84,CA,19,,,,,459520.3,0
H4CA17021,"FARR, SAM",I,1,DEM,782583.56,747789.34,0,359873.9,CA,20,,,,,419377.92,2.37
H0CA17185,"KABAT, RONALD PAUL",C,3,NNE,15501,15544,0,425,CA,20,,,,,0,0
H0CA19082,"HERNANDEZ, JOHN STEPHEN",C,1,DEM,22806.59,23465.35,5000,17806.59,CA,21,,,,,0,0
H4CA21072,"RENTERIA, AMANDA",C,1,DEM,1725079.55,1690530,25,1215389.38,CA,21,,,,,469006.94,10247.1
H2CA20094,"VALADAO, DAVID",I,2,REP,2685195.54,2732693.38,0,1366015.78,CA,21,,,,,1290642.17,1000
H4CA22104,"MARRERO, SUZANNA AUGILERA",C,1,DEM,36527.12,36799.17,400,19297.08,CA,22,,,,,4000,0
H8CA20059,"NUNES, DEVIN G",I,2,REP,2145627.18,1536605.03,0,638227.29,CA,22,,,,,1422793.6,0
H4CA23151,"GARCIA, RAUL",C,1,DEM,9345,8931.34,0,2545,CA,23,,,,,6800,0
H6CA22125,"MCCARTHY, KEVIN",I,2,REP,5958895.95,5935084.48,0,1538176.55,CA,23,,,,,2866162.32,0
H4CA24134,"COYNE, PAUL H JR",C,1,DEM,64879.45,64879.45,0,10799.45,CA,24,,,,,0,0
H8CA22089,"CAPPS, LOIS G",I,1,DEM,2282305.02,2493169.87,0,1226405.3,CA,24,,,,,1008160,9884.19
H8CA23087,"MARSHALL, SANDRA",C,1,DEM,42739.33,35176.9,0,2014,CA,24,,,,,0,0
H2CA23114,"MITCHUM, CHRISTOPHER",C,2,REP,494078.69,490474.37,0,251923.49,CA,24,,,,,12570,3337.2
H4CA24142,"FAREED, JUSTIN",C,2,REP,591580.09,591580.09,196467.83,167191.6,CA,24,,,,,19628.17,0
H4CA24159,"FRANCISCO, DALE",C,2,REP,218981.66,218486.13,0,156405,CA,24,,,,,75,0
H4CA24167,"STUART, CYNTHIA ALEXIS",C,2,REP,3845,3845,0,400,CA,24,,,,,0,0
H4CA24175,"ALLEN, BRAD DR",C,2,REP,134521,134353.69,0,40521,CA,24,,,,,0,0
H2CA25143,"ROGERS, LEE C.",O,1,DEM,647552.94,679154,0,534974.01,CA,25,,,,,106526.97,0
H4CA25107,"THOMAS, EVAN CHARLES",O,1,DEM,16797,13751,5752,8525,CA,25,,,,,0,0
H2CA25036,"MCKEON, HOWARD P ""BUCK""",I,2,REP,504140.17,733427.46,0,200560.43,CA,25,,,,,289455,0
H2CA26109,"STRICKLAND, ANTHONY A",O,2,REP,1931068.12,2067141.51,0,1305235.5,CA,25,,,,,573350,0
H4CA25123,"KNIGHT, STEVE",O,2,REP,415460.24,410834.53,1222,382588.03,CA,25,,,,,26650,2600
H4CA25131,"CASTAGNA, TROY",O,2,REP,304740,304740,118000,61240,CA,25,,,,,0,0
H2CA00120,"BROWNLEY, JULIA",I,1,DEM,3590149.32,3364754.34,0,2396083.74,CA,26,,,,,1098111.79,12071.58
H4CA26139,"DAGNESSES, RAFAEL",C,2,REP,71696.32,71696.31,10568.32,46128,CA,26,,,,,0,0
H4CA26147,"GORELL, JEFF",C,2,REP,1388717.9,1298190.88,0,1037626,CA,26,,,,,295596,0
H4CA26154,"KMIEC, DOUGLAS W",C,3,IND,27880.95,27879.47,2343.95,25537,CA,26,,,,,0,0
H0CA32101,"CHU, JUDY",I,1,DEM,1168164.17,737543.01,0,788305.14,CA,27,,,,,373590,0
H2CA27198,"ORSWELL, JACK",C,2,REP,176341.24,169258.9,0,157789.57,CA,27,,,,,4500,0
H0CA27085,"SCHIFF, ADAM",I,1,DEM,916759.17,871494.85,0,467175.94,CA,28,,,,,444500,0
H4CA28077,"STOKES, STEVE",C,3,IND,7660.46,7410.55,0,2780,CA,28,,,,,0,0
H2CA28113,"CARDENAS, TONY",I,1,DEM,1013135.91,953305.27,0,545353.08,CA,29,,,,,457809.36,0
H4CA29125,"GAMBLE, VENICE JAYMES II",C,1,DEM,16500,8625.62,500,3100,CA,29,,,,,0,0
H4CA30099,"LITCHMAN, MARC",C,1,DEM,4200,2786.04,0,4200,CA,30,,,,,0,0
H6CA24113,"SHERMAN, BRAD",I,1,DEM,1517097.49,1327753.62,514,733147.08,CA,30,,,,,643887,0
H0CA27101,"REED SR., MARK STEVEN SR.",C,2,REP,10216.06,5065.97,0,9116.06,CA,30,,,,,0,0
H4CA30081,"KLEINMAN, PABLO",C,2,REP,167213.72,145848.32,0,76065,CA,30,,,,,3000,0
H2CA31125,"AGUILAR, PETE",O,1,DEM,2234755.55,2246264.88,0,1497569.09,CA,31,,,,,690442.37,9560.34
H4CA31055,"REYES, ELOISE GOMEZ",O,1,DEM,1031053.81,1029617.4,10588.17,819736.62,CA,31,,,,,72401.54,0
H4CA31063,"TILLMAN, DANNY",O,1,DEM,38226,36988,4034,37222,CA,31,,,,,0,0
H6CA42099,"BACA, JOE",O,1,DEM,208284.5,211701.17,0,164074,CA,31,,,,,32960,0
H4CA31071,"CHABOT, PAUL R DR.",O,2,REP,523036.83,522741.85,12842.88,224502.77,CA,31,,,,,124973.46,5000
H4CA31089,"GOOCH, LESLI E MCCOLLUM",O,2,REP,353899.66,346020.81,0,118077.12,CA,31,,,,,42198,0
H4CA31097,"VALDIVIA, JOHN",O,2,REP,12140,17012,0,5400,CA,31,,,,,0,0
H8CA41063,"MILLER, GARY G",I,2,REP,854934.45,612044,0,310473.71,CA,31,,,,,453822.24,0
H8CA34068,"NAPOLITANO, GRACE",I,1,DEM,347168.21,304898.12,0,76686.13,CA,32,,,,,264500,0
H4CA32103,"ALAS, ARTURO E III",C,2,REP,61019.64,61035.9,500,60319.64,CA,32,,,,,0,0
H2CA33121,"OBAGI, ZEIN ELABDINE JR",O,1,DEM,0,0,0,0,CA,33,,,,,0,0
H4CA33093,"GRAF, JAMES ANDREW",O,1,DEM,1267228.75,1267228.75,264566.35,1625,CA,33,,,,,0,0
H4CA33101,"GREUEL, WENDY J",O,1,DEM,1313709.29,1302445.1,0,1249784.73,CA,33,,,,,42100,2000
H4CA33119,"LIEU, TED",O,1,DEM,2455885.5,2336271.4,5200,1686439.43,CA,33,,,,,542779.07,0
H4CA33127,"MULVANEY, BARBARA",O,1,DEM,156322.07,156322.41,0,26561.87,CA,33,,,,,0,0
H4CA33143,"KANUTH, DAVID",O,1,DEM,1058350.67,1050525.98,0,1053304.1,CA,33,,,,,2500,0
H4CA33168,"MILLER, MATTHEW LOUIS",O,1,DEM,853640.16,839490.12,0,836241.08,CA,33,,,,,12100,0
H6CA24048,"WAXMAN, HENRY A",I,1,DEM,893023.27,616719.9,0,466245,CA,33,,,,,421867.97,0
H4CA33135,"CARR, ELAN S.",O,2,REP,1631866.04,1625539.63,0,1526113.05,CA,33,,,,,44550,0
H4CA33200,"GILANI, LILY",O,2,REP,46394,46394,27008,19386,CA,33,,,,,0,0
H4CA33218,"MOTTUS, KEVIN NEIL",O,2,REP,73276.75,73276.75,72776.75,500,CA,33,,,,,0,0
H2CA33147,"BLOOMFIELD, BILL",O,3,IND,79585.07,76065.17,0,0,CA,33,,,,,0,0
H4CA33176,"FOX, TOM",O,3,IND,24663,24663,0,13500,CA,33,,,,,0,0
H4CA33085,"WILLIAMSON, MARIANNE",O,3,NNE,2137470.58,2136610.09,331366.47,1401830.44,CA,33,,,,,2206,0
H2CA30143,"BECERRA, XAVIER",I,1,DEM,1852781.72,1465622.65,0,636641.21,CA,34,,,,,1174696.86,6.52
H4CA34067,"SMITH, JONATHAN TURNER",C,3,IND,31915.18,31915.18,500,5765,CA,34,,,,,0,0
H2CA35118,"MCLEOD, GLORIA NEGRETE",I,1,DEM,140642.05,148760.7,0,34159,CA,35,,,,,103550,0
H4CA35031,"TORRES, NORMA",O,1,DEM,477920.89,422828.83,0,134873.75,CA,35,,,,,336000,0
H4CA35049,"GAGNIER, CHRISTINA",O,1,DEM,82378.61,82378.61,5741.32,61533.28,CA,35,,,,,1500,0
H4CA35056,"HEYDENFELDT, SCOTT MATTHEW",O,1,DEM,11485,10378,0,2000,CA,35,,,,,0,0
H2CA36439,"RUIZ, RAUL DR.",I,1,DEM,3409976.53,3087543.45,0,2251391.28,CA,36,,,,,1139548.17,5444.12
H2CA53012,"HAYNES, RAY",C,2,REP,17911.26,17911.26,0,3150,CA,36,,,,,0,0
H4CA36120,"NESTANDE, BRIAN",C,2,REP,1299009.56,1292192.98,0,1016724.39,CA,36,,,,,255079.93,0
H0CA33117,"BASS, KAREN",I,1,DEM,1045813.42,822020.87,0,574135.22,CA,37,,,,,460750,0
H4CA37078,"KING, R ADAM",C,2,REP,14585,14692.73,0,14585,CA,37,,,,,0,0
H2CA39078,"SANCHEZ, LINDA",I,1,DEM,1350030.93,1027338.66,0,332989.91,CA,38,,,,,927117.03,0
H2CA38237,"CAMPOS, BENJAMIN",C,2,REP,7069,7079.75,0,6140,CA,38,,,,,0,0
H4CA39041,"ANDERSON, PETER O",C,1,DEM,5208.98,5208.98,429.98,1279,CA,39,,,,,2500,0
H6CA39020,"ROYCE, ED MR.",I,2,REP,3192506.95,1743860.38,0,2005523.8,CA,39,,,,,1122556.33,0
