id,"last, first",inc,pcode,party,totrec,totdis,candcont,indcont,abbr,dist,spec,runoff,gewin,geper,otherpolcom,partycont
H4AZ01129,"DONAHUE, BOB",C,1,DEM,31634,31720,5284,1350,AZ,1,,L,,,0,0
H6AZ00035,"SIMON, ELLEN",C,1,DEM,1514962.56,1514640.69,5369.83,660039.63,AZ,1,,W,L,43,125700,18800
H6AZ01124,"JACKSON, JACK C JR",C,1,DEM,151552.18,149566.68,0,144802.18,AZ,1,,,,,6750,0
H6AZ01132,"CACCIOPPOLI, MICHAEL JR",C,1,DEM,18053.96,13332.24,0,16724.96,AZ,1,,L,,,0,0
H6AZ01140,"MCKERLIE, VICTOR R",C,1,DEM,10065.72,10065.72,10025.72,40,AZ,1,,L,,,0,0
H6AZ01157,"FRIEDMAN, SUSAN E",C,1,DEM,10770.17,9566.95,969.6,9657,AZ,1,,L,,,0,0
H2AZ01172,"RENZI, RICHARD G.",I,2,REP,2110748.28,2246796.51,0,923756.91,AZ,1,,W,W,51,1099832.37,13099
H6AZ01165,"SCHLOSSER, DAVID B",C,3,LIB,29550.03,30630.08,0,19050.03,AZ,1,,L,L,4,0,0
H6AZ02155,"THRASHER, JOHN A MR.",C,1,DEM,37621.68,37234.2,8906.13,28715.55,AZ,2,,W,L,39,0,0
H4AZ04024,"FRANKS, TRENT",I,2,REP,440593.31,474711.21,0,255045.54,AZ,2,,W,W,58,184083.9,0
H6AZ03146,"PAINE, HERBERT JAMES",C,1,DEM,102524.1,96979.1,3520,96504.1,AZ,3,,W,L,38,2500,0
H6AZ03153,"CHILTON, DONALD G",C,1,DEM,10735,10733,10010,725,AZ,3,,L,,,0,0
H4AZ04016,"SHADEGG, JOHN B.",I,2,REP,1078946.42,1167478.28,0,588456.29,AZ,3,,W,W,58,486217.5,0
H2AZ02055,"PASTOR, EDWARD L",I,1,DEM,1093003.23,763935.99,0,530801.21,AZ,4,,W,W,72,519199.81,55.44
H2AZ05090,"KING, LARRY",C,1,DEM,12600.27,3165.27,0,10975.27,AZ,5,,,,,1000,0
H6AZ05067,"MITCHELL, HARRY E",C,1,DEM,1954182.65,1933187.11,0,1481253.69,AZ,5,,W,W,50,446067.83,26789.94
H4AZ06052,"HAYWORTH, JD",I,2,REP,2946893,3000386.7,0,1510933.08,AZ,5,,W,L,46,1401869.76,10000
H6AZ06032,"JACKSON, KEVIN",C,1,DEM,0,0,0,0,AZ,6,,,,,0,0
H0AZ01184,"FLAKE, JEFF MR.",I,2,REP,543620.78,272424.81,0,391697.41,AZ,6,,W,W,74,148350,0
H2AZ07070,"GRIJALVA, RAUL M MR.",I,1,DEM,623499.21,662762.57,0,354792.55,AZ,7,,W,W,60,265824.7,159.27
H6AZ07014,"DRAKE, RON",C,2,REP,182041.11,180161.33,2177.93,156271.48,AZ,7,,W,L,35,17000,6500
H4AZ08025,"LEISTER, DWIGHT D",O,1,DEM,17138,3166,2438,14700,AZ,8,,,,,0,0
H6AZ08020,"LATAS, JEFFREY LYNN",O,1,DEM,125095.47,124627.02,846.68,109825.91,AZ,8,,L,,,1000,0
H6AZ08038,"GIFFORDS, GABRIELLE",O,1,DEM,2583805.08,2442124.3,0,1946564.13,AZ,8,,W,W,54,624520.95,12920
H6AZ08046,"SHACTER, FRANCINE ENID",O,1,DEM,9269,8553,3179,4396,AZ,8,,L,,,0,0
H6AZ08053,"RODRIGUEZ, ALEX",O,1,DEM,53414.55,53414.55,0,52414.55,AZ,8,,L,,,1000,0
H6AZ08061,"WEISS, PATTY",O,1,DEM,490274.66,488638.92,0,409442.89,AZ,8,,L,,,12000,0
H6AZ08111,"JOHNSON, WILLIAM DANIEL",O,1,DEM,188044.42,188044.42,130000,0,AZ,8,,L,,,0,0
H2AZ02014,"KOLBE, JAMES T",I,2,REP,335463.06,333951.26,0,213769,AZ,8,,,,,104667.7,528.72
H4AZ08017,"GRAF, RANDALL RANDY",O,2,REP,1403238.58,1375069.49,0,1147084.36,AZ,8,,W,L,42,255154.22,1000
H6AZ08012,"JENKINS, MICHAEL T",O,2,REP,10371.46,10181.58,293.15,9878.31,AZ,8,,L,,,0,0
H6AZ08079,"HELLON, MIKE",O,2,REP,338306.27,338126.15,0,204292.85,AZ,8,,L,,,200,0
H6AZ08087,"HUFFMAN, JON STEVEN JR",O,2,REP,872979.57,872979.57,726.32,736703.25,AZ,8,,L,,,120550,15000
H6AZ08129,"ANTENORI, FRANK RONALD",O,2,REP,9964.38,9519.17,1201.96,7622.01,AZ,8,,L,,,0,0
H4AZ08058,"BACAL, EVA K",C,3,Dem,6414.09,5765.22,0,320,AZ,8,,,,,0,0
H6AZ08103,"QUICK, JAY DUDLEY",O,3,IND,58312.25,53020.59,0,1105,AZ,8,,,L,1,0,0
H6AZ08137,"NOLAN, DAVID F",C,3,LIB,22211,20768,200,20006,AZ,8,,W,L,1,2000,0
H8CA01109,"THOMPSON, MIKE",I,1,DEM,1747997.06,1382643.27,0,1011633.76,CA,1,,W,W,66,696481.59,181.22
H6CA01152,"JOHN W, JONES",C,2,REP,100149.29,100139.68,6775.05,15341,CA,1,,W,L,29,1000,2621
H4CA02072,"SEKHON, ARJINDERPAL SINGH",C,1,DEM,166603.64,156832.94,0,166603.64,CA,2,,W,L,32,0,0
H6CA02192,"FALZETT, WILLIAM C JR",C,1,DEM,9581.72,12246.79,100,9481.72,CA,2,,L,,,0,0
H6CA02010,"HERGER, WALLY",I,2,REP,689950.27,711853.77,0,247429.79,CA,2,,W,W,64,411128.63,286.72
H6CA03091,"DURSTON, BILL",C,1,DEM,318666.22,313769.39,41990.89,216652.96,CA,3,,W,L,38,25517,0
H6CA34112,"LUNGREN, DANIEL E.",I,2,REP,1062694.27,633995.34,0,589562.7,CA,3,,W,W,59,470685.84,0
H8CA03105,"OSE, DOUG",I,2,REP,7151.24,14144.82,0,0,CA,3,,,,,0,0
H8CA05134,"TUMA, DOUGLAS ARTHUR",C,3,LIB,2605,794,600,2005,CA,3,,W,L,1,0,0
H6CA04115,"REA, LISA M",C,1,DEM,40555.66,40555.66,4761.58,29710.09,CA,4,,L,,,4.8,0
H6CA04123,"BROWN, CHARLES D",C,1,DEM,1713867.23,1650461.8,8296.93,1354311.34,CA,4,,W,L,45,351258.96,0
H6CA04149,"HAMERSLEY, MICHAEL",C,1,DEM,6326,6325,6151,175,CA,4,,L,,,0,0
H0CA14042,"DOOLITTLE, JOHN",I,2,REP,2354789.91,2449433.86,0,1533574.7,CA,4,,W,W,49,813136.19,784
H6CA04107,"HOLMES, JOHN MICHAEL",C,2,REP,97406.26,93271.5,0,77031.26,CA,4,,L,,,0,0
H6CA05195,"MATSUI, DORIS",O,1,DEM,2297574.03,2463339.31,0,1225817.88,CA,5,W,W,W,70,1054766.66,5.82
H6CA05211,"PADILLA, JULIE",O,1,DEM,37401,37401,0,37401,CA,5,L,,,,0,0
H8CA03014,"MATSUI, ROBERT",I,1,DEM,19187.72,116307.58,0,0,CA,5,,,L,0,1550,0
H6CA05187,"FLYNN, JOHN THOMAS",O,2,REP,46532,46542,0,38032,CA,5,L,,,,1000,0
H6CA05237,"CHERNAY, SERGE A",O,2,REP,16620,16619,0,15625,CA,5,L,,,,0,0
H6CA05310,"KRAVITZ, JEFFREY S",O,3,GRE,13339,12632,0,6739,CA,5,,W,L,4,0,1600
H2CA01045,"WOOLSEY, LYNN C",I,1,DEM,1400108.17,1443915.66,0,917992.5,CA,6,,W,W,69,480406.82,0
H2CA06101,"NATION, JOE",C,1,DEM,718571.26,718706.1,0,657148,CA,6,,L,,,60258.9,0
H6CA06185,"HOOPER, TODD L",C,2,REP,12156,12156,0,4150,CA,6,,W,L,27,0,2000
H6CA06193,"HALLIWELL, MICHAEL JOHN",C,2,REP,7772,5946,1536,6246,CA,6,,L,L,0,0,0
H6CA07043,"MILLER, GEORGE",I,1,DEM,667498.91,719641.83,0,194205.34,CA,7,,W,W,83,464418.12,13.83
H8CA05035,"PELOSI, NANCY",I,1,DEM,1679515.18,1853047.23,0,552638,CA,8,,W,W,80,1117899.58,0
H6CA08132,"CHAVEZ-O'CHOA, BRIAN MR",C,2,REP,222626.74,221997.73,0,221979.58,CA,8,,,,,0,0
H6CA08140,"DENUNZIO, MICHAEL ANTHONY",C,2,REP,149842,149250.75,0,79742,CA,8,,W,L,10,2600,1621
H6CA08165,"KEEFER, KRISSY",C,3,GRE,31325.95,32091.98,0,21941.22,CA,8,,W,L,7,0,500
H8CA09060,"LEE, BARBARA",I,1,DEM,965877.84,1054313.37,0,743067.46,CA,9,,W,W,85,213427.59,0
H6CA09080,"DULK, JOHN DEN",C,2,REP,39030,38771.55,0,15040,CA,9,,W,L,11,0,500
H6CA10088,"TAUSCHER, ELLEN O",I,1,DEM,930134.57,830583.69,0,352031.7,CA,10,,W,W,66,572372.48,0
H4CA10067,"KETELSON, JEFFREY R",C,2,REP,5440,5372,0,890,CA,10,,,L,0,0,0
H6CA10138,"LINN, DARCY",C,2,REP,4004,7366,0,5090,CA,10,,W,L,33,0,1621
H4CA11081,"MCNERNEY, JERRY",C,1,DEM,2462888.11,2423003.47,1043.51,2056361.37,CA,11,,W,W,53,386942.19,3950
H6CA11110,"FILSON, STEVE N",C,1,DEM,511268.49,511268.49,8361.54,330291.54,CA,11,,L,,,112350,461.81
H6CA11128,"THOMAS, STEVAN ELDRED",C,1,DEM,38221,30864,0,36221,CA,11,,L,,,2000,0
H6CA11136,"ENSIGN, MARGEE",C,1,DEM,3541,3541,0,3541,CA,11,,,,,0,0
H2CA11051,"POMBO, RICHARD",I,2,REP,4547783.99,4629989.63,0,2496316.04,CA,11,,W,L,46,1801013.18,200.01
H2CA11119,"BENIGNO, THOMAS ANTHONY",C,2,REP,5050,5088,5000,50,CA,11,,L,,,0,0
H6CA11144,"MCCLOSKEY, PAUL N JR MR",C,2,REP,573303.92,568751.55,0,522046.42,CA,11,,L,,,1120,0
H0CA11022,"LANTOS, TOM",I,1,DEM,1029425.61,695537.84,0,802636.98,CA,12,,W,W,75,175345,6.11
H6CA12159,"BARROWS, ROBERT MILTON",C,1,DEM,11162,10798,9942,1220,CA,12,,L,,,0,0
H6CA09023,"STARK, PETE",I,1,DEM,430325.86,645577.57,0,40118.33,CA,13,,W,W,74,311689.2,0
H4CA13079,"BRUNO, GEORGE I",C,2,REP,25189.79,24063.49,135,22231.5,CA,13,,W,L,25,0,500
H8CA12098,"ESHOO, ANNA",I,1,DEM,1036469.61,1069190.57,0,474762.25,CA,14,,W,W,70,554164.93,5.08
H6CA14098,"BROUILLET, CAROL LIANE",C,3,GRE,6808,6809,76,1163,CA,14,,W,L,2,0,100
H0CA15148,"HONDA, MIKE",I,1,DEM,761707.58,763245.86,0,402554.77,CA,15,,W,W,72,353685,825.6
H4CA15058,"CHUKWU, RAYMOND LEMMY",C,2,REP,46275,46274.94,0,45375,CA,15,,W,L,27,0,0
H4CA16049,"LOFGREN, ZOE",I,1,DEM,624139.71,622374.33,0,293475.5,CA,16,,W,W,72,322128.79,0
H4CA17021,"FARR, SAM",I,1,DEM,773191.98,678908.43,0,357653.9,CA,17,,W,W,76,402641.85,15.53
H2CA18056,"CARDOZA, DENNIS",I,1,DEM,1076227.05,952162.28,0,530114.93,CA,18,,W,W,65,526602.8,0
H6CA18107,"KANNO, JOHN",C,2,REP,155439.01,138769.54,300,120139.01,CA,18,,W,L,34,0,0
H6CA19113,"COX, T J",C,1,DEM,886178.07,886089.01,0,239965.31,CA,19,,W,L,39,18750,3500
H2CA19054,"RADANOVICH, GEORGE",I,2,REP,1147990.4,1197709.12,0,689165.43,CA,19,,W,W,60,448669.01,0
H4CA20082,"COSTA, JIM MR.",I,1,DEM,901164.49,722341.45,0,408554,CA,20,,W,W,0,474550,0
H4CA20124,"ASHBURN, ROY",C,2,REP,11307.46,42240.54,0,75,CA,20,,,,,0,0
H6CA20137,"LOPEZ, JAMES",C,2,REP,6333,7475,140,1800,CA,20,,L,,,0,1621
H6CA21176,"HAZE, ERNEST STEVEN",C,1,DEM,154182.29,154341.22,12080.52,15327.07,CA,21,,W,L,30,0,0
H8CA20059,"NUNES, DEVIN GERALD",I,2,REP,1156518.94,991879.87,0,630038.49,CA,21,,W,W,66,511600,0
H6CA22133,"BEERY, SHARON MAE",O,1,DEM,27206,27673,1614,20993,CA,22,,W,L,29,1000,3599
H6CA22125,"MCCARTHY, KEVIN MR",O,2,REP,1152445.08,682341.91,0,660766.26,CA,22,,W,W,70,491043.1,0
H8CA18020,"THOMAS, WILLIAM M",I,2,REP,916372.28,1107619.77,0,183673.33,CA,22,,,,,718000,392
H8CA22089,"CAPPS, LOIS G",I,1,DEM,874678.75,922780.48,0,409952.6,CA,23,,W,W,64,409808.75,0
H2CA22116,"REGAN, DONALD E",C,2,REP,4355.21,4129.52,0,500,CA,23,,,,,1000,0
H6CA00139,"TOGNAZZINI, VICTOR  D.",C,2,REP,74092.55,79531.39,29995,44010,CA,23,L,W,L,35,0,0
H6CA23198,"GARDNER, HARRY ARTHUR JR",C,3,IND,5000,2424,5000,0,CA,23,,,L,0,0,0
H4CA24118,"WAGNER, BRETT GRIFFIN",C,1,DEM,23258.31,24079.24,0,22893,CA,24,,,,,0,0
H6CA24246,"PALLANT, MARY",C,1,DEM,15136.67,13366.38,180.96,14935.3,CA,24,,,,,0,0
H6CA24253,"MARTINEZ, JILL MARIE",C,1,DEM,134374.66,131907.33,1140,92055.78,CA,24,,W,L,38,16059,0
H6CA21028,"GALLEGLY, ELTON",I,2,REP,645824.26,944857.56,0,443735.04,CA,24,,W,W,61,134298.46,0
H6CA24279,"TENENBAUM, MICHAEL",C,2,REP,184716,157205.41,15001,142865,CA,24,,L,,,0,0
H6CA25136,"RODRIGUEZ, ROBERTO J",C,1,DEM,237846.7,230519.08,0,199846.7,CA,25,,W,L,35,8000,0
H2CA25036,"MCKEON, HOWARD P ""BUCK""",I,2,REP,1254505.2,1371670.86,0,636480.33,CA,25,,W,W,60,580600,98
H4CA26097,"MATTHEWS, CYNTHIA",C,1,DEM,54485.17,17183.79,0,15257.39,CA,26,,W,L,38,1987.15,0
H6CA26183,"WARNER, RUSSELL",C,1,DEM,210126.02,161459.7,136856.8,66269.22,CA,26,,L,,,7000,0
H4CA26113,"SARDO, S SONNY",C,2,REP,83327.85,86437.02,20950,62377.85,CA,26,,L,,,0,0
H8CA35032,"DREIER, DAVID",I,2,REP,2357851.67,2540696.64,0,1054922.73,CA,26,,W,W,56,1047936.28,0
H6CA24113,"SHERMAN, BRAD MR",I,1,DEM,1610839.1,851909.58,1200,750948.61,CA,27,,W,W,68,467210,0
H6CA27264,"LOW, JAMES EDWARD",C,2,REP,65350,12251,0,150,CA,27,,,,,0,0
H6CA27272,"HANKWITZ, PETER CHRISTOPHER",C,2,REP,47479,42315.34,125,42354,CA,27,,W,L,31,0,0
H2CA26026,"BERMAN, HOWARD L",I,1,DEM,914920,954009.67,0,606164.98,CA,28,,W,W,74,274385,0
H4CA28069,"COLEMAN, CHARLES RAY JR",C,1,DEM,23128,23084,1558,17570,CA,28,,L,,,0,0
H6CA28130,"DELEAR, BYRON WALKER",C,3,GRE,73324.31,68715.72,0,24024.31,CA,28,,W,L,3,0,0
H0CA27085,"SCHIFF, ADAM",I,1,DEM,1200911.15,900382.65,0,665345.54,CA,29,,W,W,63,487845,0
H6CA29161,"MCCLOSKEY, ROBERT G",C,1,DEM,63841.59,63327.81,0,40067.59,CA,29,,L,,,3500,0
H6CA29179,"PAPARIAN, WILLIAM M",C,3,GRE,51358,45741,0,45313,CA,29,,W,L,5,200,275
H6CA24048,"WAXMAN, HENRY A.",I,1,DEM,648180.62,553054.46,0,153954.8,CA,30,,W,W,71,473500,11.24
H6CA30151,"JONES, DAVID NELSON",C,2,REP,23558,21825,3773,17801,CA,30,,W,L,26,0,1921
H2CA30143,"BECERRA, XAVIER",I,1,DEM,838958.11,767144.93,0,237020.68,CA,31,,W,W,0,581850,127.52
H0CA31087,"SOLIS, HILDA",I,1,DEM,809646.93,882870.62,0,310972.36,CA,32,,W,W,82,488329.36,0
H2CA32099,"WATSON, DIANE E E",I,1,DEM,182019.75,181055.62,0,89690.33,CA,33,,W,W,0,91763.1,0
H2CA33048,"ROYBAL-ALLARD, LUCILLE",I,1,DEM,592766.64,658697.62,0,298539.09,CA,34,,W,W,76,286225.63,5013.76
H4CA23011,"WATERS, MAXINE MS",I,1,DEM,795432.12,759625.25,0,260217,CA,35,,W,W,83,163893.33,0
H2CA27107,"HARMAN, JANE",I,1,DEM,919517.3,1173318.4,0,612269.08,CA,36,,W,W,63,301511.21,0
H6CA36117,"WINOGRAD, MARCY",C,1,DEM,373396.8,372952.06,10244.77,157327.22,CA,36,,L,,,9350,0
H6CA36125,"GIBSON, BRIAN",C,2,REP,24608,22730,16899,6959,CA,36,,W,L,32,2647,750
H6CA36141,"SMITH, JAMES R",C,3,PAF,7469,8436,0,2569,CA,36,,W,L,2,0,0
H2CA38062,"MATHEWS, PETER MR.",C,1,DEM,62746.86,62925.84,5,2565.22,CA,37,,,,,0,0
H6CA37222,"MILLENDER-MCDONALD, JUANITA",I,1,DEM,315376.99,355788.54,5251.85,66150.33,CA,37,,W,W,82,239746.19,6.21
H6CA38097,"CHAVEZ, EDWARD",C,1,DEM,500,500,0,500,CA,38,,,,,0,0
H8CA34068,"NAPOLITANO, GRACE",I,1,DEM,329198.33,317827.19,0,96256.95,CA,38,,W,W,75,226350,0
H6CA38105,"STREET, SIDNEY W",C,2,REP,8703,8704,3283,2999,CA,38,,W,L,24,800,1621
H2CA39078,"SANCHEZ, LINDA",I,1,DEM,645973.26,639359.52,0,269765.67,CA,39,,W,W,65,353526.05,0
H6CA39103,"AMADOR, FRANK",C,1,DEM,15325,15325,13825,1500,CA,39,,L,,,0,0
H6CA39111,"GRAHAM, KENNETH L",C,1,DEM,25440,25330,25440,0,CA,39,,L,,,0,0
H6CA39129,"ANDION, JAMES LEE",C,2,REP,25036,24045,15875,9600,CA,39,,W,L,34,0,0
H6CA40267,"HOFFMAN, FLORICE OREA",C,1,DEM,143707.59,140410.33,1740,65132.25,CA,40,,W,L,30,56500,0
H6CA39020,"ROYCE, ED MR",I,2,REP,1520396.6,1317280.01,0,881512.88,CA,40,,W,W,66,514786.34,0
H8CA37079,"LEWIS, JERRY",I,2,REP,1661105.23,1806538.39,0,428167.21,CA,41,,W,W,66,893200,0
H8CA41063,"MILLER, GARY G HON.",I,2,REP,671010.38,365815.24,0,331648.85,CA,42,,W,W,0,327875.87,0
H6CA42099,"BACA, JOE",I,1,DEM,686653.93,744230.41,0,310934.2,CA,43,,W,W,65,359730,315.91
H6CA43121,"FOLKENS, SCOTT LLOYD",C,2,REP,17104,16597,1054,13559,CA,43,,W,L,34,500,1621
H2CA44128,"VANDENBERG, LOUIS",C,1,DEM,8668,3155.36,120,7044,CA,44,,W,L,0,1500,0
H2CA37023,"CALVERT, KENNETH S MR.",I,2,REP,918987.08,854536.18,0,562588,CA,44,,W,W,95,352580.83,2000
H6CA45084,"ROTH, DAVID MALCOLM",C,1,DEM,724889.58,722771.11,4200,541161.19,CA,45,,W,L,40,175800.99,0
H6CA45092,"SCHWIMMER, MARTIN LARRY",C,1,DEM,39229,39229,7065,7164,CA,45,,L,,,0,0
H8CA44034,"BONO MACK, MARY",I,2,REP,1486141.67,1544835.92,0,977553.54,CA,45,,W,W,59,505097.97,0
H4CA46061,"BRANDT, JIM",C,1,DEM,77766.44,80083.55,0,71862.64,CA,46,,W,L,36,5000,0
H6CA27124,"DORNAN, ROBERT KENNETH HON",C,2,REP,39798.88,165555.27,0,39798.88,CA,46,,,,,0,0
H8CA42061,"ROHRABACHER, DANA",I,2,REP,294371.16,354655.43,0,220205,CA,46,,W,W,59,74045.47,0
H6CA46033,"SANCHEZ, LORETTA",I,1,DEM,1366461.01,1829975.79,0,684870.34,CA,47,,W,W,61,577351.76,0
H2CA46099,"CORONADO, ALEXANDRIA",C,2,REP,503702.5,505503.73,0,503602.5,CA,47,,,,,100,0
H4CA46087,"NGUYEN, TAN D",C,2,REP,588483.7,588609.11,20578.78,95266.65,CA,47,,W,L,38,500,0
H6CA47031,"AVILA, ROSIE",C,2,REP,77023.48,72847.32,0,54908,CA,47,,L,,,1115,0
H0CA47034,"GRAHAM, JOHN L",O,1,DEM,0,0,0,0,CA,48,L,,,,0,0
H6CA48062,"MCCARRELL, KATHY",O,1,DEM,0,0,0,0,CA,48,,,,,0,0
H6CA48070,"YOUNG, STEVEN RAY",O,1,DEM,435087.02,434800.38,300,195731.42,CA,48,L,W,L,37,49825,2150
H0CA48065,"UDALL, DON ALLEN",O,2,REP,15235,17489,0,10235,CA,48,L,,,,0,0
H6CA48039,"CAMPBELL, JOHN B. T. III",O,2,REP,2290964.03,2254034.37,16215.19,1294407.09,CA,48,W,W,W,59,725154.08,784
H6CA48047,"ACKERMAN, RICHARD",O,2,REP,100,100,100,0,CA,48,,,,,0,0
H6CA48054,"BREWER, MARILYN",O,2,REP,1009543.23,1009543.23,301369,299176.16,CA,48,,,,,58998.07,0
H6CA48161,"KELLY, JOHN",O,2,REP,4800,3450,0,2300,CA,48,L,,,,0,0
H6CA48088,"GILCHRIST, JAMES W",O,3,CST,1125528.19,1105012.48,0,1084902.94,CA,48,L,,,,17301,3087
H8CA40057,"COX, CHRISTOPHER HON.",I,3,Rep,168275.39,486246.74,0,125091,CA,48,,,,,24500,0
H6CA49086,"CRISCENZO, JEENI",C,1,DEM,90053.85,88838.42,0,79235.67,CA,49,,W,L,33,9550,0
H0CA48024,"ISSA, DARRELL EDWARD",I,2,REP,908840.49,1102605.35,0,408135.54,CA,49,,W,W,63,490149.44,0
H4CA50055,"BUSBY, FRANCINE P",O,1,DEM,3636722.95,3603703.74,250,2980783.54,CA,50,L,W,L,35,609759.49,13544.5
H6CA50175,"YOUNG, CHRISTINE RAYE",O,1,DEM,16016,16072,6641,4113,CA,50,L,L,,,5000,0
H0CA45012,"CUNNINGHAM, RANDY DUKE",I,2,REP,245434.91,790240.57,0,107756,CA,50,,,,,120500,0
H0CA48032,"MORROW, BILL",O,2,REP,535456.17,540821.33,3000,502207.17,CA,50,L,L,,,26249,0
H4CA49032,"BILBRAY, BRIAN P",I,2,REP,2559740.09,2620352.99,0,1195660.58,CA,50,W,W,W,43,1137173.85,88864.7
H6CA50076,"KALOOGIAN, HOWARD",O,2,REP,515731.56,514814.13,0,491968.57,CA,50,L,L,,,23320,0
H6CA50084,"UKE, ALAN KURT",O,2,REP,1332464.3,1326900.09,974685.01,177759,CA,50,L,L,L,18,0,0
H6CA50092,"WYLAND, MARK",O,2,REP,252100,216747.34,0,100,CA,50,,,,,0,0
H6CA50100,"EARNEST, RICHARD L",O,2,REP,985984.48,985984.48,450626.45,235393.47,CA,50,L,L,,,0,0
H6CA50118,"FOLSOM, EDWIN L",O,2,REP,1365,1364,0,1365,CA,50,,,,,0,0
H6CA50126,"KING, KENNETH WILLIAM",O,2,REP,0,0,0,0,CA,50,,,,,0,0
H6CA50134,"TURNER, ERIC SCOTT",O,2,REP,80785.9,79942.33,0,80065,CA,50,L,L,,,0,0
H6CA50159,"HAUF, WILLIAM J",O,2,REP,1577810.72,1577810.72,0,9652,CA,50,L,L,,,0,0
H6CA50167,"ROACH, VINCENT ERIC",O,2,REP,2917046.05,2916959.26,1024894.74,47724.5,CA,50,L,L,,,0,0
H6CA50191,"ORREN, SCOTT CHARLES",O,2,REP,9701,9701,9151,550,CA,50,L,L,,,0,0
H2CA50026,"VARGAS, JUAN",C,1,DEM,1051850.28,1051717.09,995.53,816811.86,CA,51,,L,,,170560.43,0
H2CA50034,"FILNER, BOB",I,1,DEM,1805973.8,2001755.75,0,1127165.95,CA,51,,W,W,66,652142.73,0
H6CA51041,"MILES, BLAKE LINDEN",C,2,REP,69303,66659.71,0,6363,CA,51,,W,L,30,0,300
H6CA52056,"HESTER, JIM",C,1,DEM,4029,4028,0,4029,CA,52,,,,,0,0
H6CA52064,"OTTER, KAREN MARIE",C,1,DEM,7465,7625,919,4178,CA,52,,L,,,1150,0
H6CA52072,"RINALDI, JOHN",C,1,DEM,80482.92,80426.15,478.6,74002.07,CA,52,,W,L,31,3885.5,0
H6CA52080,"CASADY, DEREK B",C,1,DEM,14429,14409,0,14429,CA,52,,L,,,0,0
